query,priceCategory,options,parking
브론토,1만원 대,포장남/녀 화장실 구분무선 인터넷예약배달제로페이,No
커피빈대학로마로니에점,,,No
르플레,1만원 대,포장배달예약무선 인터넷남/녀 화장실 구분주차,Yes
경성커피,1만원 대,배달포장무선 인터넷남/녀 화장실 구분예약단체 이용 가능반려동물 동반제로페이간편결제지역화폐 (카드형),No
앤투케이,,,No
에스오에스커피&브런치,,,No
커피빈선정릉역점,1만원 대,,No
둥지Oh!그린바,,,No
브루다인사동,1만원 대,포장,No
스몰커피로스터스,1만원 대,포장무선 인터넷반려동물 동반간편결제,No
앤티크커피Antique-coffee,,단체 이용 가능,No
나드에프앤비(NARDF&BCo.，Ltd.)주,,,No
아무르,,반려동물 동반제로페이간편결제주차,Yes
스티브,1만원 대,포장무선 인터넷남/녀 화장실 구분주차발렛파킹,Yes
카페도트,2만원 대,무선 인터넷단체 이용 가능포장제로페이,No
우지커피강동성심,1만원 대,,No
동방,,,No
이디야커피삼성,,포장,No
매머드커피익스프레스현대GBC점,,,No
카페오픈24,,,No
꽃휴게실,,,No
매머드익스프레스숭실대입구역점,1만원 대,포장,No
베베커피,1만원 대,단체 이용 가능포장남/녀 화장실 구분무선 인터넷간편결제,No
동네카페하하하,,,No
이디야건설회관점,,,No
포미스커피,1만원 대,포장무선 인터넷예약단체 이용 가능제로페이지역화폐 (모바일형)간편결제,No
커피나인상일,1만원 대,,No
아우어룸,,,No
아사프,,,No
드라쏠,,,No
뎀셀브즈,1만원 대,남/녀 화장실 구분포장무선 인터넷,No
이디야숭인점,,포장,No
피에스타7커피남성점,1만원 대,,No
비비카페,1만원 대,주차,Yes
새들러하우스,2만원 대,무선 인터넷포장주차발렛파킹,Yes
미니말레뢰스터리&커피바,1만원 대,포장무선 인터넷배달남/녀 화장실 구분제로페이지역화폐 (지류형)지역화폐 (모바일형)간편결제지역화폐 (카드형),No
메가엠지씨커피온수역점,,,No
파파카페,1만원 대,포장무선 인터넷예약배달제로페이지역화폐 (모바일형),No
에스타미네스탠드,,무선 인터넷포장배달예약반려동물 동반제로페이,No
매머드익스프레스관악,1만원 대,,No
쏘시얼네트워크주,,,No
위버커피,1만원 대,단체 이용 가능무선 인터넷남/녀 화장실 구분포장예약제로페이지역화폐 (모바일형)지역화폐 (카드형)지역화폐 (지류형)주차,Yes
홍콩다방오투,1만원 대,,No
카페바이민,1만원 대,포장배달남/녀 화장실 구분,No
101커피,1만원 대,,No
이디야영등포본동점,,,No
프레이커피바,,,No
카페레이브,1만원 대,단체 이용 가능포장무선 인터넷반려동물 동반,No
식물A,,,No
학산테라로사커피길동지점,,,No
업.사이드커피연무장,,,No
둥지커피호프,,,No
아임요거트,5만원 대,배달포장제로페이지역화폐 (카드형)지역화폐 (모바일형)무선 인터넷,No
헤리티지클럽,1만원 대,반려동물 동반남/녀 화장실 구분제로페이,No
지피피엘,,,No
청수당,2만원 대,남/녀 화장실 구분무선 인터넷단체 이용 가능,No
카페한보리,,,No
비101,1만원 대,,No
달리는커피양천향교역점,,,No
매니ㅤㅇㅏㅋ,1만원 대,주차포장무선 인터넷반려동물 동반지역화폐 (모바일형)제로페이남/녀 화장실 구분,Yes
카페루틴,1만원 대,포장반려동물 동반남/녀 화장실 구분무선 인터넷단체 이용 가능배달제로페이,No
커피면회소양천향교역점,,,No
교회한우리교회,,,No
와이에스케이파트너스주,,,No
편안할안,,,No
카페101,,단체 이용 가능주차포장무선 인터넷남/녀 화장실 구분,Yes
쟈니스커피,,포장무선 인터넷단체 이용 가능반려동물 동반지역화폐 (카드형)지역화폐 (모바일형)제로페이간편결제지역화폐 (지류형)주차,Yes
테베르베이크,,배달포장제로페이남/녀 화장실 구분무선 인터넷주차예약,Yes
먼치킨,,,No
바타커피,5만원 대,주차예약남/녀 화장실 구분제로페이지역화폐 (카드형),Yes
아임일리터,1만원 대,단체 이용 가능무선 인터넷주차포장제로페이배달남/녀 화장실 구분,Yes
커브사이드스텐드로스터리,,,No
요거프레소녹번점,1만원 대,,No
메가엠지씨커피중랑,,,No
더벤티중랑,,무선 인터넷포장,No
컨시어지커피,1만원 대,주차,Yes
컬러즈,1만원 대,포장남/녀 화장실 구분무선 인터넷,No
슈퍼커피선릉로점,,,No
이디야서울삼성내과점,,포장,No
와플존,1만원 대,포장배달예약반려동물 동반,No
북앤레스트,1만원 대,예약단체 이용 가능무선 인터넷남/녀 화장실 구분포장,No
숨다,,,No
플로피,1만원 대,포장무선 인터넷단체 이용 가능반려동물 동반,No
메가엠지씨커피마포시민공원점,,,No
빽다방마포시민공원점,1만원 대,무선 인터넷포장방문접수/출장배달예약제로페이,No
각자의취향,,,No
메가엠지씨커피명동,,,No
투썸플레이스홍대,,,No
카페헬시베리,1만원 대,배달포장,No
레프트커피,1만원 대,,No
제이엔알,,,No
이디야서울,,포장,No
롱앤쇼트,2만원 대,포장반려동물 동반배달무선 인터넷제로페이,No
아르코커피로스터스,1만원 대,단체 이용 가능포장배달방문접수/출장무선 인터넷반려동물 동반제로페이간편결제주차,Yes
커피파베스,1만원 대,단체 이용 가능포장예약무선 인터넷반려동물 동반제로페이주차발렛파킹,Yes
달빛정원,1만원 대,남/녀 화장실 구분무선 인터넷단체 이용 가능,No
화성루다방,,,No
독수리다방,1만원 대,예약단체 이용 가능포장무선 인터넷남/녀 화장실 구분제로페이,No
카페아르떼,1만원 대,,No
바빈스,,,No
커피소,1만원 대,포장남/녀 화장실 구분단체 이용 가능주차무선 인터넷제로페이,Yes
세운커피숍,,단체 이용 가능무선 인터넷남/녀 화장실 구분,No
요거트빌리지,1만원 대,무선 인터넷제로페이포장배달남/녀 화장실 구분반려동물 동반,No
포트캔커피사가정역점,,,No
푸르토아,1만원 대,포장예약반려동물 동반배달제로페이주차,Yes
메가엠지씨커피천호공원점,,,No
모아다방,,,No
뉴이베리아,1만원 대,포장간편결제제로페이,No
이륙커피,1만원 대,무선 인터넷포장제로페이간편결제,No
컴포즈커피난곡우체국,,,No
고망고망,,,No
제니스키친앤드커피,1만원 대,단체 이용 가능예약유아의자제로페이지역화폐 (모바일형)주차,Yes
하이커피,,남/녀 화장실 구분포장단체 이용 가능간편결제,No
카페일다경,1만원 대,포장무선 인터넷남/녀 화장실 구분,No
카페새싹,1만원 대,단체 이용 가능포장배달무선 인터넷예약제로페이지역화폐 (카드형)지역화폐 (모바일형)간편결제,No
블랙번즈,1만원 대,예약무선 인터넷배달포장남/녀 화장실 구분반려동물 동반주차,Yes
지중해,,,No
카페톡,1만원 대,포장무선 인터넷주차남/녀 화장실 구분제로페이,Yes
디디디알캔&보틀커피신림,1만원 대,포장단체 이용 가능배달남/녀 화장실 구분제로페이주차,Yes
롤스커피,1만원 대,포장배달남/녀 화장실 구분,No
커피207,,포장,No
메가엠지씨커피은평,,,No
래핑폭스,2만원 대,무선 인터넷포장남/녀 화장실 구분예약배달제로페이간편결제,No
카페드발렌느,,포장예약간편결제,No
커피애플블러썸,1만원 대,주차,Yes
커피빈현대자동차여의도점,1만원 대,포장,No
비엔나커피키자니아점,,,No
커피깡패,,배달포장예약반려동물 동반,No
하프베이글,1만원 대,포장무선 인터넷반려동물 동반제로페이,No
매머드익스프레스종로숭인점,,무선 인터넷포장,No
빽다방천호역,,,No
메가엠지씨커피은평뉴타운점,,,No
디스타갤러리,,,No
아빅스카페위드,,,No
오이나플라워앤커피바,1만원 대,단체 이용 가능포장배달반려동물 동반남/녀 화장실 구분지역화폐 (모바일형)제로페이간편결제주차,Yes
컴포즈커피곰달래,1만원 대,,No
킹스빈벽산5차점,1만원 대,,No
가산커피벽산점,,,No
콜트,5만원 대,,No
청하고려인삼주,,,No
커피빈상봉역점,1만원 대,,No
카페필트레,,,No
세븐몽키스커피,,,No
카카오카페,2만원 대,포장남/녀 화장실 구분예약대기공간주차,Yes
공공커피,1만원 대,단체 이용 가능주차무선 인터넷포장반려동물 동반제로페이배달,Yes
감성커피문정테라,1만원 대,,No
메가엠지씨커피문정테라타워Ⅱ점,,,No
커피나인2호점,1만원 대,포장대기공간남/녀 화장실 구분간편결제제로페이,No
제이스커피,1만원 대,예약단체 이용 가능주차무선 인터넷포장남/녀 화장실 구분,Yes
킨보이서울,,단체 이용 가능포장배달무선 인터넷반려동물 동반예약대기공간제로페이지역화폐 (카드형)지역화폐 (모바일형)간편결제주차,Yes
좋은아침커뮤니케이션즈,,,No
엘림,,,No
바이앤드커피,1만원 대,포장무선 인터넷반려동물 동반간편결제,No
용진빌딩,,,No
땡스기빙,,,No
스윗블랙,1만원 대,예약단체 이용 가능주차무선 인터넷남/녀 화장실 구분포장배달,Yes
트리도로스터리,1만원 대,무선 인터넷단체 이용 가능제로페이간편결제,No
스티머스팩토리샵,,단체 이용 가능포장무선 인터넷남/녀 화장실 구분반려동물 동반주차,Yes
블르,1만원 대,포장무선 인터넷배달예약단체 이용 가능제로페이지역화폐 (모바일형)지역화폐 (카드형)간편결제,No
아사녀다방,,,No
알레스카페,5만원 대,예약배달무선 인터넷남/녀 화장실 구분포장단체 이용 가능제로페이주차,Yes
블론드,2만원 대,예약무선 인터넷포장배달간편결제,No
매머드익스프레스필동점,,,No
파스쿠찌소마미술관점,1만원 대,,No
우유네과일가게후레쉬박스,,,No
메가엠지씨커피역삼래미안점,,,No
모모웨이,,,No
카페레이나,,,No
예그리나카페,,,No
복고다방,,,No
나히차밀크티,1만원 대,포장단체 이용 가능무선 인터넷남/녀 화장실 구분,No
콘웰,1만원 대,단체 이용 가능무선 인터넷노키즈존,No
컴포즈커피대치,1만원 대,,No
매머드익스프레스디앤써밋,1만원 대,,No
피피앤에프,,,No
커피더빅,1만원 대,주차포장무선 인터넷남/녀 화장실 구분장애인 편의시설,Yes
카페리아,1만원 대,예약단체 이용 가능주차포장무선 인터넷남/녀 화장실 구분제로페이,Yes
한호,,,No
비바커피,,,No
이디야서울대,1만원 대,포장,No
보름달,1만원 대,단체 이용 가능포장무선 인터넷예약배달,No
헬무트,1만원 대,무선 인터넷포장단체 이용 가능제로페이간편결제주차,Yes
디스코볼로스,1만원 대,반려동물 동반무선 인터넷포장,No
컴포즈커피등촌3동점,1만원 대,,No
208호,,,No
할리스커피홍대역2번,1만원 대,남/녀 화장실 구분무선 인터넷,No
파아람,,,No
리앤푸드주,,,No
인스커피,1만원 대,포장배달예약무선 인터넷제로페이주차단체 이용 가능지역화폐 (카드형),Yes
팬스페이스,1만원 대,포장무선 인터넷,No
한양,,무선 인터넷,No
책방늘봄,1만원 대,단체 이용 가능포장배달무선 인터넷제로페이간편결제지역화폐 (모바일형)주차발렛파킹,Yes
개방,,,No
린카페,1만원 대,포장무선 인터넷대기공간제로페이간편결제,No
비원커피,,,No
플릭온커피,1만원 대,무선 인터넷포장제로페이,No
아덴블랑제리미아,1만원 대,유아의자남/녀 화장실 구분단체 이용 가능예약주차,Yes
이라운지,,,No
메가엠지씨커피종각역점,1만원 대,,No
카페달지,1만원 대,예약포장무선 인터넷배달,No
투썸플레이스용마산역점,,,No
와플스토리,,,No
이디야시립대점,,포장,No
커피빈센트,,,No
카페카리나,,,No
스탐티쉬,1만원 대,포장무선 인터넷제로페이,No
로비카페,10만원 대,주차발렛파킹무선 인터넷남/녀 화장실 구분예약,Yes
더머커피,1만원 대,단체 이용 가능포장배달방문접수/출장예약무선 인터넷남/녀 화장실 구분대기공간간편결제지역화폐 (모바일형)주차,Yes
네츄럴100허니카페,1만원 대,주차,Yes
언유주얼,1만원 대,단체 이용 가능반려동물 동반무선 인터넷포장간편결제주차,Yes
재성에프앤비,,,No
비칠사일일이,,,No
난달라커피&샌드위치,,,No
천희,,,No
쿠오레,1만원 대,포장예약제로페이,No
구마커피,1만원 대,포장무선 인터넷예약제로페이,No
제이엠커피그룹,,,No
달콤한송이,1만원 대,예약단체 이용 가능포장무선 인터넷반려동물 동반,No
루나제이커피,,,No
중랑커피호프,,,No
퍼스트글로리,,,No
버밀당베이커리,,,No
휴버트커피,1만원 대,제로페이간편결제,No
컴포즈커피중랑면목역점,1만원 대,,No
보니또샤로수보니또커피샤로수점,1만원 대,포장무선 인터넷대기공간제로페이지역화폐 (카드형)지역화폐 (모바일형)간편결제,No
커피지원,,,No
라포르엘보나바시움-랜디스도넛연남점,,,No
메머드익스프레스서울역이,,,No
더1952,1만원 대,포장단체 이용 가능무선 인터넷남/녀 화장실 구분주차,Yes
연주커피호프,,,No
빈스팩토리,,예약단체 이용 가능포장무선 인터넷반려동물 동반주차,Yes
