상호명_지점,상권_코드,전용면적,리뷰수,별점,카페_추정매출
에프알씨스위트롤,3110569,132.36552093535957,0.0,,680387983.2755451
미래안사주까페,3120103,117.13253548842154,0.0,,1369162722.2146015
삼단변신미스홍,3120103,269.71775912771653,17.0,4.73,2130585803.9880636
위드커피,3130191,31137.557417871616,19.5,3.973333333333334,39899726248.34328
대흥다방,3110578,157.7739165183967,0.0,,637697708.3620653
커피팜,3130236,641.1328049309698,12.0,5.0,17691625426.92484
에이블,3120185,213.85643179523723,0.0,4.42,3336548393.1226015
커피비,3110564,152.70376819199123,60.0,3.7350000000000003,858131599.3268317
피아노카페,3120103,94.15394928923016,66.0,4.619999999999999,1834744698.6290054
투썸플레이스,3120022,5023.42059449318,32.945945945945944,3.016216216216216,24753910614.329105
더페이머스램,3120102,435.19080380387913,0.0,4.45,1409024441.7167258
폴리스팬케이크,3120104,110.64377138700252,0.0,4.5,837135206.1039264
어나더커피로스터스,3120102,168.97326570898107,0.0,,839229634.396445
자마레코드,3110520,93.56481026943547,0.0,,1206431452.3232944
노피디네콩볶는집,3120103,267.5993154135359,114.0,4.5649999999999995,2942957361.764393
후엠아이컨설팅,3110557,67.47470247693356,0.0,,583250040.8808246
아메노히커피점,3110569,148.327206515026,107.0,4.2,1725858719.1837325
일야,3110581,147.84102180426873,69.0,4.3,
플랜씨와이로커피,3110554,198.3799800607357,0.0,,274242664.471157
정다방,3120044,364.1064252497115,17.0,4.13875,1194481008.8190749
36.5도씨여름,3110566,83.9231631865097,0.0,4.1,349900014.69924694
카페지스타,3110547,69.19265852405064,9.0,4.3,1251965262.3103213
카페어니스티,3120103,392.58420302423576,0.0,4.0,2483976382.4068193
그문화다방,3110561,118.65384201594469,468.0,4.57,1597968935.2604513
디케이1744,3110507,238.62131422049868,0.0,,1248758753.9529395
이디아망원역점,3120100,147.28242128593664,39.0,4.005,2244864612.484073
아침디자인그룹;삼삼오오커피공작소,3110558,181.553755530231,0.0,,465541348.2179852
땡스네이처카페,3120103,2659.7115794820115,768.0,4.365,18159397078.81619
펠앤콜,3120105,127.94379378399077,463.0,4.225,1590863239.8699167
딥까페,3120104,115.02442447840411,89.0,3.2,1179109399.7922513
카페리브레,3130192,936.3385231007454,0.0,4.44,18880130.40156351
언플러그드,3110566,107.28548336952363,75.0,4.37,580790632.7281616
밥스바비연남점,3120104,96.22657403102451,0.0,4.54,802385662.2365351
카페아비오,3110560,97.76022792997072,243.0,4.625,8722214800.105062
더스토리,3110562,80.06131851201216,36.0,5.0,120622764.79372099
손탁,3120102,120.40501567077652,0.0,4.65,735277291.998413
에고ego,3120101,78.44330987572803,0.0,,1024352111.9439296
새들러하우스,3120186,111.86067904090933,0.0,4.55,2120069946.6175823
양갱상점금옥당,3120103,118.46986485506433,762.0,3.8,7823651163.354216
혜원출판사,3120104,198.31341230979763,0.0,2.0,1048443961.7423373
가배두림,3110550,109.47276089174106,57.0,3.325,2110576846.762143
서교동398,3120103,100.34942883272265,0.0,3.8,1301237787.4061987
로비,3110543,279.8229636935932,0.0,4.77,35341522.36985364
공드린,3110509,118.11953347365495,0.0,,387198609.4313067
델문도,3120103,100.030552694093,227.0,2.8,3221128650.715276
카페스콘,3110562,152.8534298478519,1599.0,4.155,708129798.5569544
카페더노라,3120103,220.21529488411161,12.5,4.465,1892153317.1473074
카페엘리,3120104,230.65033334962826,61.0,4.5,1353535134.0512862
더퍼즐,3110582,60.37010704254063,101.0,4.79,2585148057.8451962
소노,3120103,241.1127072037718,207.0,2.79,3622852165.2847776
공작,3120102,162.22601571655332,0.0,4.96,824788256.7288073
