TRDAR_CD,TRDAR_CD_N,카페_점포_수,RELM_AR,단위면적당_카페수
3130235,대명여울빛거리시장(대명시장),8,51350.0,0.1557935735150925
3130236,비단길현대시장(현대시장),7,71349.0,0.09810929375324111
3130238,은행나무시장,3,36517.0,0.08215351753977598
3130240,영등포유통상가,6,47667.0,0.12587324564163888
3130241,선유도역 골목형상점가,11,73950.0,0.14874915483434753
3130242,대림중앙 골목형상점가,1,19474.0,0.05135051864023826
3130243,도림시장,2,5598.0,0.35727045373347627
3130244,대림중앙시장,2,47326.0,0.042260068461310904
3130245,영일시장,1,60601.0,0.016501377865051733
3130246,영등포청과시장(조광시장),8,96522.0,0.08288265887569672
3130248,영등포역지하도상점가,11,154926.0,0.07100163949240283
3130250,삼구시장(로타리상가),2,5729.0,0.3491010647582475
3130255,영등포전통시장,1,55174.0,0.018124478921231015
3130257,영등포시장기계공구상가,4,39289.0,0.1018096668278653
3130258,영진시장A동,2,6326.0,0.3161555485298767
3130260,신대방1동골목상권,4,21868.0,0.18291567587342236
3130261,성대전통시장(성대시장),11,53092.0,0.20718752354403677
3130262,상도도깨비 골목형상점가,2,23166.0,0.086333419666753
3130264,상도약수골목형상점가,3,15512.0,0.1933986591026302
3130265,노량진중앙시장,5,10864.0,0.46023564064801176
3130266,만양로상점가,1,4662.0,0.2145002145002145
3130268,상도전통시장,6,48100.0,0.12474012474012473
3130269,강남시장(동작구 강남시장),1,2889.0,0.34614053305642095
3130271,남성역골목시장,2,29047.0,0.06885392639515268
3130272,사당시장,1,5844.0,0.17111567419575632
3130273,남성사계시장(남성시장),9,43008.0,0.20926339285714285
3130274,사당1동먹자골목상점가(사당1동먹자골목),9,40304.0,0.22330289797538705
3130275,강남골목시장,3,14823.0,0.20238818053025703
3130277,조원동 펭귄시장(신림중앙시장),3,32672.0,0.09182174338883449
3130278,미성동 도깨비시장 골목형상점가,5,24874.0,0.20101310605451475
3130279,관악신사시장,4,49986.0,0.08002240627375666
3130282,난곡 골목형상점가,1,11565.0,0.08646779074794639
3130283,신원시장,2,26568.0,0.07527853056308341
3130284,관악종합시장(신원시장),1,2721.0,0.3675119441381845
3130285,서원동상점가,23,60026.0,0.3831672941725252
3130288,신림현대종합상가,1,3964.0,0.2522704339051463
3130290,영림시장,12,72197.0,0.16621189246090556
3130291,봉천제일종합시장,1,3079.0,0.32478077297823965
3130293,봉천중앙시장,3,17101.0,0.1754283375241214
3130294,관악중부시장,6,27900.0,0.21505376344086022
3130295,인헌시장(원당종합시장),10,42171.0,0.23712978112921201
3130301,양재시장,1,8409.0,0.1189202045427518
3130302,강남시장(강남구 강남시장),1,3961.0,0.25246149962130776
3130303,영동전통시장,8,39097.0,0.20461928025168172
3130306,강남언주로,8,22922.0,0.3490096850187593
3130307,도곡시장,2,7462.0,0.2680246582685607
3130308,청담삼익시장,2,7529.0,0.26563952716164163
3130310,강남개포시장,9,25364.0,0.3548336224570257
3130311,새마을시장,14,79375.0,0.1763779527559055
3130312,석촌시장,9,46711.0,0.19267410245980604
3130313,방이시장,12,143645.0,0.08353928086602387
3130314,풍납시장,4,120813.0,0.0331090197246985
3130315,문정동 로데오거리 상점가(문정동 로데오거리),13,75829.0,0.17143836790673755
3130317,마천중앙시장,2,33745.0,0.05926803970958661
3130318,로데오거리상점가,17,56564.0,0.3005445159465384
3130320,암사종합시장,3,37201.0,0.08064299346791753
3130321,장신구 특화거리 상점가,6,38487.0,0.1558967963208356
3130322,고분다리전통시장,4,20499.0,0.1951314698277965
3130323,둔촌역전통시장,2,36613.0,0.05462540627645918
3130324,길동복조리시장,3,29464.0,0.10181916915557969
3130325,명일전통시장,2,27547.0,0.07260318727992159
3130326,고덕 골목형상점가,6,29082.0,0.20631318341242005
3130327,"평화시장(남평화시장, 제일평화시장, 신평화패션타운)",5,36213.0,0.13807196310717146
