TRDAR_CD,TRDAR_CD_N,카페_점포_수,RELM_AR,단위면적당_카페수
3110519,서대문구보건소별관,7,115619.0,0.060543682266755466
3110520,경의중앙 신촌역,3,60585.0,0.04951720722951226
3110521,홍제역 4번,4,30428.0,0.13145786775338503
3110522,홍제역 3번,4,37420.0,0.10689470871191875
3110524,연희세브란스병원,4,30580.0,0.13080444735120994
3110525,홍은종합사회복지관,7,35519.0,0.19707762042850308
3110526,봉원사,3,112347.0,0.02670298272317018
3110527,홍제역 2번,7,106073.0,0.06599228832973518
3110528,서울여자간호대학교,7,59337.0,0.11797023779429361
3110529,홍제3동주민센터,6,113498.0,0.052864367654055576
3110530,아현역 1번,1,17473.0,0.05723115664167573
3110532,아현역 2번,3,61152.0,0.04905808477237049
3110534,경기대학교,1,71787.0,0.013930098764400238
3110535,영천시장입구,4,34671.0,0.1153701941103516
3110536,돈의문센트레빌아파트입구,1,21586.0,0.04632632261651071
3110537,충정로현대아파트,12,52786.0,0.22733300496343728
3110538,충정로역 3번,5,16657.0,0.30017410097856756
3110539,미근동,11,48052.0,0.22891867143927414
3110540,망원나들목체육관,5,61616.0,0.08114775383017399
3110541,동교초등학교,14,101027.0,0.1385768160986667
3110542,마포구청역 7번,18,123656.0,0.14556511612861486
3110543,중암중학교,4,21216.0,0.1885369532428356
3110544,망리단길,105,311648.0,0.33691857480234105
3110545,마포구청역 1번,12,87346.0,0.1373846541341332
3110546,양화대교북단,7,102440.0,0.06833268254588051
3110547,KB국민은행 망원동지점,8,72666.0,0.11009275314452427
3110548,마포구청역 4번,5,113289.0,0.04413491159777207
3110549,새터산,6,101078.0,0.05936009814202892
3110550,합정역 8번,29,173803.0,0.16685557786689528
3110551,성서초등학교,10,102638.0,0.09742980182778307
3110552,성미산체육관,7,97940.0,0.07147232999795794
3110553,가좌역 2번,6,83965.0,0.07145834573929613
3110554,망원역 1번,23,126268.0,0.18215224760034213
3110555,홍익지구대,3,21035.0,0.14261944378416924
3110556,절두산순교성지,3,41215.0,0.07278903311901007
3110557,홍대부속여중고앞,14,112569.0,0.12436816530305857
3110558,경성고등학교,41,321532.0,0.12751452421531917
3110559,성산중학교,30,100801.0,0.29761609507842185
3110560,마포FM,8,60230.0,0.13282417399966795
3110561,상수역 4번,11,81410.0,0.135118535806412
3110562,연트럴파크(연남동주민센터),50,96104.0,0.5202697078165321
3110563,상수역 3번,3,37381.0,0.08025467483480912
3110564,홍대입구역 3번,27,49371.0,0.546879747220028
3110565,홍익대,3,43573.0,0.06884997590250844
3110566,경의선책거리,70,156743.0,0.44659091634076165
3110567,광흥창역 6번,2,21814.0,0.09168423947923351
3110568,광흥창역 1번,6,25225.0,0.23785926660059464
3110569,홍대땡땡거리,27,84934.0,0.31789389408246405
3110570,KB국민은행 서강지점,6,24575.0,0.2441505595116989
3110571,신수동주민센터,7,75550.0,0.09265387160820648
3110572,서강대역 1번,23,148225.0,0.15516950581885647
3110574,서강대학교,2,16304.0,0.12266928361138373
3110575,대흥동주민센터,5,71531.0,0.06989976373879855
3110576,대흥역 3번,21,76040.0,0.2761704366123093
3110577,용강동주민센터,6,26040.0,0.2304147465437788
3110578,대흥역 2번,21,111950.0,0.18758374274229567
3110579,마포역 4번,4,55046.0,0.07266649711150674
3110580,양원초등학교,3,39360.0,0.07621951219512195
3110581,염리초등학교,2,13748.0,0.14547570555717196
3110582,이대역 5번,8,53599.0,0.14925651597977574
3110583,공덕래미안3차아파트,1,7972.0,0.1254390366281987
3110584,아현역 4번,4,14177.0,0.28214713973337097
3110585,마포경찰서,3,18216.0,0.16469038208168643
3110586,서울서부지방법원,15,132139.0,0.11351682697765231
3110587,공덕동주민센터,6,76629.0,0.07829933837059076
3110588,한겨레신문사,8,72183.0,0.11082941966945124
3110589,애오개역 3번,2,31214.0,0.06407381303261357
3110590,만리재,3,59702.0,0.050249572878630536
3110591,충정로역 6번,2,51038.0,0.03918648849876563
3110592,서울금융고등학교,2,42118.0,0.04748563559523244
3110593,신월3동주민센터,6,177705.0,0.033763822064657716
3110594,신월중학교,4,77868.0,0.05136898340781836
3110595,메디힐병원,11,187236.0,0.05874938580187571
3110596,서서울호수공원,9,118222.0,0.07612796264654634
3110597,신월1동주민센터,5,181005.0,0.02762354631087539
3110598,신월문화체육센터,8,105945.0,0.07551087828590307
3110599,신월1파출소,5,105116.0,0.04756649796415389
3110600,신월7동주민센터,2,158307.0,0.012633680127852844
3110601,신월1동우편취급국,8,220158.0,0.03633753940351929
3110602,신월시영아파트중문,1,61404.0,0.016285584001042276
3110603,지향초등학교,3,60198.0,0.0498355427090601
3110604,신월4동주민센터,2,150486.0,0.013290272849301597
3110605,목동센트럴아이파크앞,4,38129.0,0.10490702614807627
3110606,신한은행 신월동지점,3,158709.0,0.018902519705876794
3110607,금빛새마을금고본점,2,36823.0,0.05431387991201152
3110608,신월2동주민센터,7,199259.0,0.03513015723254659
3110610,계남근린공원,1,70654.0,0.014153480340815807
3110611,신정역 1번,1,105248.0,0.00950136819702037
3110612,신정역 5번,7,167833.0,0.041708126530539284
3110613,신정네거리역 4번,1,23861.0,0.041909391894723605
3110614,목동로데오거리,4,77332.0,0.05172502974189211
3110615,신서초등학교,7,31057.0,0.22539202112245227
3110616,양목초등학교,3,15723.0,0.19080328181644723
3110617,등촌역 4번,6,57686.0,0.10401137190999549
3110618,강서고등학교,7,123264.0,0.05678868120456906
3110619,목4동주민센터,4,39755.0,0.10061627468242988
3110620,목동보건지소,15,177925.0,0.08430518476886328
3110621,목동역 5번,5,34475.0,0.145032632342277
3110622,달마을공원,4,90372.0,0.044261496923825965
3110624,목동문화체육센터,1,43801.0,0.022830528983356545
3110625,신정2동주민센터,20,100874.0,0.19826714515137697
3110626,양화초등학교,9,127884.0,0.0703762785023928
3110627,신정롯데캐슬아파트,10,80881.0,0.12363843177013142
3110628,신목동역,3,95041.0,0.03156532443892636
3110629,송정역 4번,1,37678.0,0.026540686872976275
3110630,공항시장역 1번,12,187213.0,0.06409811284472766
3110631,방화초등학교,3,91895.0,0.03264595462212308
3110632,방화역 3번,9,70905.0,0.12693039983075946
3110634,송정역 3번,14,238960.0,0.05858721124874456
3110635,공항시장역 3번,1,95722.0,0.01044691920352688
3110636,방화역 2번,6,44808.0,0.1339046598821639
3110637,송정역 2번,5,86547.0,0.05777207759945464
3110638,신방화역 2번,14,180870.0,0.07740366008735555
3110639,신방화역 8번,4,97165.0,0.041167086914012246
3110640,방화역 1번,7,79681.0,0.08785030308354565
3110641,공항고등학교,4,67482.0,0.05927506594351086
3110642,정곡초등학교,1,19884.0,0.05029169181251257
3110643,강서구다솔마을,8,127210.0,0.06288813772502162
3110645,우장산역 4번,21,180103.0,0.11659994558669205
3110646,푸른들청소년도서관,18,203547.0,0.0884316644313107
3110647,화곡역 5번,11,210252.0,0.05231817057626086
3110648,양천향교역 7번,33,283983.0,0.11620413898015022
3110649,우장산역 1번,4,70187.0,0.05699061079687122
3110650,우장산힐스테이트,4,18832.0,0.21240441801189464
3110651,화원중학교,8,142874.0,0.055993392779652006
3110652,양천향교역 2번,9,98467.0,0.09140118009079184
3110653,화곡역 2번,3,122821.0,0.024425790377866977
3110654,까치산역 4번,14,276225.0,0.05068331975744411
3110655,발산역 5번,14,121172.0,0.11553824315848546
3110656,까치산역 3번,7,201889.0,0.03467251806685852
3110657,양천향교역 5번,15,124877.0,0.12011819630516428
3110658,화곡초등학교,5,65816.0,0.07596936915035857
3110659,화곡역 4번,11,372788.0,0.029507387576853332
3110660,등촌3동주민센터,17,151533.0,0.11218678439679806
3110661,강서새말어린이공원,2,38920.0,0.051387461459403906
3110662,까치산역 1번,13,230187.0,0.056475821831815
3110663,우장산롯데캐슬아파트앞,7,38550.0,0.18158236057068744
3110665,곰달래도서관,3,205223.0,0.014618244543740224
3110666,KC대학교,1,48432.0,0.020647505781301617
3110667,가양역 10번,8,29342.0,0.2726467180151319
3110668,화곡2동주민센터,12,178678.0,0.06715991896036445
3110669,화곡보람2차아파트,2,15189.0,0.13167423793534794
3110670,신곡초등학교,4,146128.0,0.027373261797875838
3110671,등촌1동주민센터,29,231350.0,0.12535119948130538
3110672,백석중학교,2,69786.0,0.028659043361132605
3110673,뜸부기어린이공원,1,145209.0,0.006886625484646268
3110674,강서구청가양동별관,3,10388.0,0.28879476318829417
3110675,화곡4동주민센터,5,164488.0,0.03039735421428919
3110676,등촌역 7번,1,73721.0,0.013564655932502272
3110677,등촌역 1번,3,46900.0,0.06396588486140725
3110678,염창무학아파트,1,27977.0,0.035743646566822745
3110679,염창역 2번,7,69101.0,0.1013009941969002
3110680,온수역 5번(온수산업단지),2,136117.0,0.014693241843414123
3110682,온수역 8번,1,32907.0,0.030388671103412652
3110683,오류고등학교,2,41660.0,0.048007681228996645
3110684,서울공연예술고등학교,4,56085.0,0.07132031737541232
3110686,수궁동주민센터,4,191258.0,0.02091415783914921
3110687,"천왕역 3번(오류2동주민센터, 서울오류남초등학교)",3,42464.0,0.07064807837226827
3110688,오류지구대,4,79928.0,0.050045040536482836
3110689,오류동역 3번,3,115792.0,0.025908525632168024
3110690,오류2동버들시장,7,163596.0,0.04278833223306193
3110691,개봉중학교,3,78095.0,0.03841475126448556
3110692,큰굴다리,2,68249.0,0.029304458673387157
3110693,오류동역 4번,1,9129.0,0.10954102311315589
3110694,세곡초등학교,7,196285.0,0.03566242963038439
3110695,개봉1동주민센터,13,191612.0,0.06784543765526167
3110697,개봉3동주민센터,6,81457.0,0.07365849466589736
3110698,개웅초등학교(개웅중학교),3,131201.0,0.02286567937744377
3110699,덕의초등학교,7,55364.0,0.1264359511595983
3110700,고척초등학교,3,131905.0,0.02274364125696524
3110701,고척동성당,6,44097.0,0.13606367780121095
3110702,개봉초등학교,8,91947.0,0.08700664513252199
3110703,개봉역,8,119182.0,0.06712423016898525
3110705,고산초등학교,1,20963.0,0.047703095930925914
3110706,그라운드 고척,10,44173.0,0.22638263192447874
3110707,구로창업지원센터,3,185688.0,0.01615613286803671
3110708,화원어린이공원,2,50397.0,0.0396849018790801
3110709,구로119안전센터,2,88217.0,0.022671367196798804
3110710,남구로역 3번,3,224117.0,0.013385865418509084
3110711,구로초등학교,5,157006.0,0.031845916716558606
3110712,남구로역 5번,4,83115.0,0.048126090356734645
3110713,구로보건소,17,250966.0,0.0677382593658105
3110714,구로4동주민센터,5,140331.0,0.035630046105279665
3110715,구로구민회관,2,40106.0,0.04986785019697801
3110716,구로나눔길,6,50788.0,0.11813814286839412
3110717,남구로역 2번,11,206144.0,0.05336075752871779
3110718,한국SGI본부,9,113693.0,0.07916054638368238
3110719,영서중학교,1,12156.0,0.08226390259953932
3110720,대림역 2번,4,111299.0,0.035939226767536095
3110721,가리봉파출소,3,71977.0,0.04167998110507523
3110722,G타워,13,84987.0,0.15296457105204325
3110723,가산디지털단지역 1번 출입구,3,42837.0,0.07003291547027102
3110724,금천구립가산도서관,2,64563.0,0.03097749484999148
3110725,가산동주민센터,5,39903.0,0.12530386186502268
3110726,금천철쭉어린이공원(금하마을),3,44361.0,0.06762696963549064
3110727,독산역 1번 출입구,1,106562.0,0.009384208254349581
3110728,두산초등학교,4,50102.0,0.07983713225020958
3110729,가산동우체국,6,85219.0,0.07040683415670215
3110730,서울축산농협 독산역지점(독산파출소),4,115670.0,0.03458113599031728
3110731,금천구청역 1번 출입구,14,161006.0,0.08695328124417724
3110732,가산초등학교(세일중학교),3,134081.0,0.022374534796130698
3110734,금천파출소,1,16742.0,0.0597300203082069
3110735,말미고개,9,180092.0,0.049974457499500254
3110736,독산119안전센터,7,124454.0,0.05624568113519855
3110738,문성초등학교,7,114069.0,0.06136636597147341
3110740,금천해태공원,3,148638.0,0.02018326403746014
3110741,독산2동주민센터,4,96407.0,0.041490763118860664
3110742,KT금천빌딩(금천구시설관리공단),6,35970.0,0.16680567139282737
3110743,시흥초등학교(시흥1동우체국),4,121078.0,0.033036554948050016
3110744,독산동성당,9,207152.0,0.043446358229705724
3110745,독산동정훈단지,6,79548.0,0.07542615779152209
3110746,금천금빛공원(은행나무사거리서측),1,57787.0,0.017304930174606745
3110747,석수역 1번 출입구,3,72218.0,0.041540890082804836
3110748,백산초등학교,2,70150.0,0.028510334996436206
3110749,금산초등학교(금천고등학교),7,145627.0,0.048068009366394965
3110750,시흥4동주민센터(서울신흥초등학교),3,113692.0,0.02638708088519861
3110751,난곡중학교,1,142894.0,0.0069981944658278165
3110752,한울중학교,5,160859.0,0.031083122486152467
3110753,시흥동 은행나무사거리,9,177282.0,0.05076657528683115
3110754,삼성산자연공원(서울금천초등학교),6,134370.0,0.044652824291136414
3110755,동일여자고등학교,4,59664.0,0.06704210244033253
3110756,문래중학교,4,49828.0,0.08027614995584811
3110757,양평역 2번,10,73590.0,0.13588802826470986
3110758,문래소공원,2,38867.0,0.051457534669513985
3110759,문래예술촌(문래창작촌),52,299716.0,0.17349757770689586
3110760,선유도역 6번,16,153365.0,0.10432628044208261
3110761,문래동남성맨션,1,31681.0,0.03156466020643288
3110762,선유도역 1번,38,342694.0,0.11088609663431516
3110763,영등포구청역 2번,12,33508.0,0.3581234332099797
3110764,문래역 3번,3,18152.0,0.16527104451300131
3110765,문래동사거리,2,81024.0,0.024684044233807267
3110766,대림역 5번,3,94929.0,0.031602566128369626
3110767,도림동주민센터,1,27268.0,0.03667302332404283
3110768,도림2동유수지내체육시설,2,51407.0,0.038905207462018795
3110769,대림차이나타운(대림역 12번),1,35768.0,0.027957951241333035
3110770,영등포구청역 6번,8,47293.0,0.16915822637599645
3110773,당산역 13번,1,9756.0,0.1025010250102501
3110774,당산반도유보라팰리스아파트,9,35052.0,0.2567613830879836
3110776,도신초등학교,4,113740.0,0.03516792685071215
3110778,구로디지털단지역 4번,10,204978.0,0.048785723345920046
3110779,대림갑을명가아파트,1,13131.0,0.0761556621734826
3110780,신길대성유니드아파트,1,87225.0,0.011464603038119806
3110781,대림한신아파트,3,84160.0,0.03564638783269962
3110782,영등포시장역 4번,3,30037.0,0.09987681859040518
3110783,영등포시장역 1번,8,49012.0,0.16322533257161512
3110785,영등포푸르지오아파트,7,109702.0,0.06380922863758182
3110786,당산역 8번,2,54674.0,0.03658045871895234
3110787,신길3동주민센터,3,95882.0,0.03128845873052293
3110788,영등포시장역 3번,1,10464.0,0.095565749235474
3110789,대림성모병원,6,86491.0,0.06937137968112289
3110790,대림1동주민센터,2,115306.0,0.017345151162992387
3110791,신풍역 3번,2,21697.0,0.09217864220860027
3110792,영등포역 2번,2,129915.0,0.015394681137666937
3110793,대림썬프라자,2,9883.0,0.2023677021147425
3110794,영동초등학교,7,81298.0,0.08610297916307905
3110795,도림초등학교,1,68722.0,0.014551380926049884
3110796,한림대학교한강성심병원,2,24293.0,0.08232824270365949
3110797,KT대방빌딩,2,8947.0,0.22353861629596514
3110798,신풍역 2번,2,21568.0,0.09272997032640949
3110799,영등포본동주민센터,1,29319.0,0.03410757529247246
3110800,영등포동성당,1,33962.0,0.02944467345857134
3110801,신풍역 6번(신길6동공영주차장),1,14185.0,0.07049700387733521
3110802,신길동홍어거리,1,44973.0,0.022235563560358437
3110803,신길2동우편취급국,1,97248.0,0.010282987824942415
3110804,신풍역 1번,6,83571.0,0.07179523997558962
3110805,신길새마을금고신길4동지점,3,27917.0,0.107461403445929
3110807,신길역 3번,4,44675.0,0.08953553441522105
3110808,신길역 1번,1,31907.0,0.031341085028363684
3110809,장훈고등학교,2,31824.0,0.0628456510809452
3110810,영신초등학교,8,117632.0,0.06800870511425462
3110811,보라매역 4번,2,44661.0,0.044781800676205186
3110812,신길6동주민센터,7,59185.0,0.11827321111768184
3110813,보라매역 6번,10,100264.0,0.09973669512487035
3110814,서울지방병무청,6,141531.0,0.04239353922462217
3110815,공군호텔,7,182950.0,0.0382618201694452
3110816,대방역 6번,2,92336.0,0.02166002425922717
3110817,대방역 4번,2,51645.0,0.03872591732016652
3110818,신대방역 3번,1,49264.0,0.020298798311139978
3110819,신대방역 4번,10,181264.0,0.05516815252890811
3110820,성남고등학교,8,100016.0,0.07998720204767237
3110821,보라매역 2번,9,128484.0,0.07004763239002522
3110822,신대방삼거리역 4번(대림초등학교),1,91041.0,0.010984062125855384
3110823,신대방삼거리역 3번,5,88509.0,0.05649143025003107
3110824,대방역 3번,9,46862.0,0.19205326277154197
3110825,신대방삼거리역 1번,8,182490.0,0.04383801852156282
3110826,장승배기역 4번,15,115676.0,0.12967253362841039
3110827,NH농협은행 상도동지점,4,68956.0,0.05800800510470445
3110828,노량진역 6번,10,236972.0,0.04219907837212835
3110830,상도초등학교,9,126620.0,0.07107881851208339
3110831,상도4동주민센터,5,56494.0,0.08850497397953765
3110832,노량진초등학교,4,100857.0,0.03966011283302101
3110833,상도역 2번,5,54544.0,0.09166911117629804
3110834,동작구자원봉사센터,2,33607.0,0.059511411313119295
3110835,상도역 1번,3,39906.0,0.07517666516313337
3110836,상도역 5번,27,239852.0,0.11256941780764805
3110837,숭실대입구역 1번,11,148274.0,0.07418697816205133
3110838,상도1동주민센터앞,4,13134.0,0.30455306837216384
3110839,숭실대입구역 4번,11,68786.0,0.15991626203006426
3110840,중앙대학교,16,107472.0,0.14887598630340926
3110841,중대부중,1,60861.0,0.016430883488605184
3110842,흑리단길,8,29278.0,0.27324270783523463
3110843,사당5동주민센터,4,42412.0,0.09431293030274451
3110846,남성역 1번,18,212396.0,0.0847473587073203
3110847,예술인마을,1,104588.0,0.009561326347190882
3110848,양지어린이공원,7,116036.0,0.06032610569133717
3110849,이수역 10번,7,119168.0,0.0587406015037594
3110850,사당역 10번,25,202958.0,0.12317819450329624
3110851,경문고등학교(동작동성당),4,115412.0,0.03465844106332097
3110852,이수역 9번,8,44183.0,0.18106511554217686
3110853,KT구로지사,4,80033.0,0.049979383504304475
3110854,조원동주민센터,2,47109.0,0.04245473264132119
3110855,신대방역 2번,18,155155.0,0.11601301923882569
3110856,미성초등학교,7,127503.0,0.05490066900386657
3110857,미성동주민센터,3,113505.0,0.026430553720100437
3110858,신대방역 1번,8,23709.0,0.33742460668944285
3110859,난향초등학교,2,77274.0,0.025881926650619873
3110860,호림박물관(성보고등학교),5,69058.0,0.07240290770077326
3110861,관악구신사동주민센터,9,200822.0,0.044815807033093985
3110862,난곡초등학교(난곡동벽화마을),2,58047.0,0.03445483832067118
3110863,난우초등학교,6,109345.0,0.0548721935159358
3110864,신림우방아파트,1,106563.0,0.009384120191811417
3110865,남강고등학교(남강중학교),3,181632.0,0.0165169133192389
3110866,난우중학교,4,139406.0,0.028693169590978868
3110867,국제신학대학원대학교(남서울중학교),8,95938.0,0.08338718755863161
3110868,남부초등학교,10,87679.0,0.11405239567057106
3110869,"신림역 5번(신림동주민센터, 신림동별빛거리)",25,194701.0,0.12840201128910483
3110871,신원동주민센터,7,49950.0,0.14014014014014015
3110872,신림초등학교,3,53857.0,0.05570306552537275
3110873,당곡중학교,12,132683.0,0.09044112659496696
3110874,원신초등학교(구세군관악영문교회),3,110847.0,0.02706433191696663
3110875,보라매동주민센터(당곡고등학교),2,62226.0,0.03214090573072349
3110876,서원동주민센터(신관중학교),3,59122.0,0.050742532390649846
3110877,신림역 8번,12,103978.0,0.11540902883302237
3110878,미림여고,1,45308.0,0.02207115741149466
3110879,신림현대아파트,4,51568.0,0.07756748371082843
3110880,신림역 1번,2,38288.0,0.05223568742164647
3110881,구립대학경로당(관악산샘말공원),24,234224.0,0.102466015438213
3110882,신성초등학교,8,147004.0,0.054420287883322906
3110883,은천초등학교(은천교앞),7,111515.0,0.0627718244182397
3110884,봉천역 4번(봉천110안전센터),2,43849.0,0.04561107436885676
3110885,영락고등학교,9,138911.0,0.06478968548207126
3110886,관악해태어린이공원,7,78673.0,0.08897588753447816
3110887,서울산업정보학교(서울삼성초등학교),1,56397.0,0.01773143961558239
3110888,청룡동주민센터,10,38688.0,0.2584780810587262
3110889,봉천역 6번,2,42797.0,0.04673224758744772
3110890,봉천역 1번(관악초등학교),5,53715.0,0.09308386856557758
3110891,구암초등학교,9,40509.0,0.22217285047767163
3110892,관악구 중앙길,19,259916.0,0.07310054017451792
3110893,관악소방서(문영여고),3,16048.0,0.1869391824526421
3110894,관악동부센트레빌아파트(은천로35라길),1,30920.0,0.03234152652005175
3110895,샤로수길,41,315417.0,0.1299866525900633
3110896,관악우성아파트,3,23731.0,0.12641692301209387
3110897,서울대입구역 8번,11,115911.0,0.09490039771893953
3110898,청림동주민센터(상도중학교),2,57942.0,0.03451727589658624
3110899,낙성대역 5번(관악중학교),2,73363.0,0.02726169867644453
3110900,낙성대역 1번(관악구민 종합체육센터),8,111817.0,0.07154547161880573
3110901,인헌고등학교(인헌중학교),6,92180.0,0.06509004122369277
3110902,사당역 4번,15,250733.0,0.05982459428954306
3110903,방배아이파크아파트,7,92803.0,0.07542859605831709
3110904,이수역 5번,8,47127.0,0.16975406879283636
3110905,방배노인종합복지관(이수중학교),5,76869.0,0.06504572714618377
3110906,서문여고,1,37319.0,0.026796002036496153
3110907,방배초등학교,12,103888.0,0.1155090097027568
3110908,구반포역,8,28724.0,0.27851274195794457
3110909,남태령역(서울전자고등학교),2,73654.0,0.02715399027887148
3110910,내방역 5번,1,60073.0,0.016646413530204917
3110912,방배동사이길,8,26478.0,0.3021376236875897
3110913,방현초등학교(방배119안전센터),6,148771.0,0.04033044074449994
3110914,내방역 6번,1,16286.0,0.06140243153628883
3110915,서래초등학교,4,76657.0,0.05218049232294507
3110916,내방역 4번,5,103116.0,0.04848908025912565
3110917,서초소방서,1,48294.0,0.02070650598418023
3110918,방배역 3번,5,62846.0,0.0795595582853324
3110919,내방역 8번,2,88173.0,0.02268268063919794
3110920,방배역 2번(백석예술대학교),1,15874.0,0.06299609424215698
3110921,서울프랑스학교,6,35625.0,0.16842105263157894
3110922,내방역 1번,3,62116.0,0.04829673514070449
3110924,반포4동주민센터(몽마르뜨공원),2,75392.0,0.026528013582342955
3110925,서초중학교,3,71878.0,0.04173738835248616
3110926,신중초등학교,6,98883.0,0.06067777069870453
3110927,잠원역,1,60236.0,0.016601367952719305
3110928,서초우방유쉘아파트,2,22283.0,0.08975452138401471
3110929,남부터미널역 1번,6,186714.0,0.032134708698865644
3110930,서초동성당,3,98532.0,0.030446961393252956
3110931,삼성전자서울R&D(서울우면초등학교),12,44205.0,0.2714625042416016
3110932,서울시인재개발원,1,40038.0,0.024976272541085972
3110934,우면주공아파트,11,80617.0,0.13644764751851346
3110935,한전아트센터,3,32304.0,0.09286775631500742
3110936,더케이호텔(양재리본타워2단지아파트),7,43233.0,0.16191335322554531
3110937,방아다리근린공원(횃불트리니티신학대학원대학교),3,40444.0,0.07417663930372861
3110938,바우뫼공원,9,38156.0,0.23587378131879652
3110939,양재역 8번(양재동우체국),19,218114.0,0.08711041015248906
3110940,양재근린공원(양재2동주민센터),1,32454.0,0.03081284279287607
3110941,언남고등학교,2,23167.0,0.08632969309794103
3110942,염곡동 구룡사(포이동성당),19,252432.0,0.07526779489129747
3110943,법제교육센터(버들어린이공원),8,57521.0,0.13907964047912935
3110944,서울나래학교(염곡어린이공원),1,70228.0,0.01423933473828103
3110946,청계산원터골,4,17189.0,0.2327069637558904
3110947,청계산입구역 2번(내곡동주민센터),3,84941.0,0.03531863293344792
3110949,한남IC,6,62126.0,0.0965779222869652
3110951,신사은행나무공원,6,29000.0,0.20689655172413793
3110952,논현목련공원,2,21629.0,0.09246844514309491
3110953,학동근린공원,3,92947.0,0.03227645862695945
3110954,국기원,10,39799.0,0.2512625945375512
3110955,논현초등학교,31,190913.0,0.1623776275057225
3110956,언주역 8번,3,71587.0,0.041907050162739046
3110957,언북중학교,12,94815.0,0.1265622528081
3110958,역삼역 4번,6,73119.0,0.08205801501661675
3110959,신구중학교,1,35960.0,0.027808676307007785
3110960,은광여고,3,25543.0,0.11744900755588615
3110961,언주역 3번,7,63031.0,0.11105646427948153
3110962,도산공원북측,2,10044.0,0.19912385503783353
3110963,역삼월드메르디앙아파트,2,40391.0,0.04951598128295908
3110965,언주역 6번,8,65108.0,0.12287276525158197
3110966,논현2동주민센터,9,93545.0,0.09621038003100112
3110967,역삼역 8번,4,68672.0,0.058247903075489285
3110968,강남구청역 2번,4,43750.0,0.09142857142857143
3110969,베르사이유1아파트,2,55302.0,0.03616505732161585
3110970,학동초등학교,1,50014.0,0.019994401567561083
3110971,선정릉역 4번,8,133222.0,0.06005014186846016
3110972,강남세브란스병원미래의학연구센터,3,46603.0,0.06437353818423706
3110973,강남구청역 4번,2,66136.0,0.030240716100157255
3110974,언주중학교,2,35151.0,0.056897385565133275
3110975,매봉역 1번,3,52363.0,0.057292362928021694
3110976,언북초등학교,4,55724.0,0.07178235589692054
3110977,논현로18길,1,17288.0,0.05784359093012494
3110978,도곡2동주민센터(대치중학교),3,14234.0,0.2107629619221582
3110979,청담초등학교,1,63403.0,0.015772124347428355
3110980,개포지구대옆,3,85828.0,0.034953628186605766
3110981,국악고교사거리,9,67409.0,0.13351332908068655
3110982,강남구보훈회관,2,19865.0,0.10067958721369243
3110983,국립국악고등학교,4,56042.0,0.07137504014846008
3110984,포이초등학교(개포목련어린이공원),9,137098.0,0.06564647186683978
3110985,청담근린공원,3,43265.0,0.06934011325551831
3110986,삼성중앙역 7번,1,15944.0,0.06271951831409935
3110987,영동대교남단,1,31393.0,0.03185423502054598
3110988,청담역 3번,3,79185.0,0.03788596325061565
3110989,대치동아우편취급국,6,40587.0,0.14783058614827407
3110990,청담역 12번,2,10107.0,0.19788265558523796
3110991,삼성중앙역 5번,2,26622.0,0.075125835774923
3110992,도곡초등학교,8,138866.0,0.05760949404461855
3110994,개포고등학교,7,61589.0,0.11365665946841157
3110995,봉은사역 4번,5,122757.0,0.040730874817729336
3110996,대치2동주민센터,5,112841.0,0.044310135500394365
3110997,대청초등학교,27,236964.0,0.11394135818098952
3110998,은곡마을(은곡마을공원),6,116896.0,0.05132767588283602
3110999,윗방죽마을공원,9,239797.0,0.03753174560148793
3111000,대왕초등학교(세곡동사거리서남측),2,52892.0,0.03781290176208122
3111001,아래방죽마을공원(율현초등학교),4,159591.0,0.02506407002901166
3111002,한국교통안전공단 강남자동차검사소,1,59241.0,0.016880201211998448
3111003,삼전역 4번,16,272855.0,0.058639203972806066
3111004,삼전역 1번,20,245561.0,0.08144615798111263
3111005,삼전역 3번,8,193689.0,0.04130332646665531
3111006,석촌고분역 1번,12,182032.0,0.06592247516920102
3111007,석촌고분역 4번,6,163064.0,0.03679536868959427
3111008,석촌고분역 3번,5,104883.0,0.04767216803485789
3111009,송파책박물관,1,34040.0,0.02937720329024677
3111010,석촌역 7번,19,200178.0,0.0949155251825875
3111011,잠실나루역,10,25839.0,0.38701188126475483
3111012,석촌역 6번,16,120754.0,0.13250078672342117
3111013,송파나루역 1번(송리단길),58,191523.0,0.3028356907525467
3111014,송파나루역 2번,3,72714.0,0.04125752949913359
3111015,석촌역 3번,24,226584.0,0.10592098294672174
3111016,송파역 2번,7,99527.0,0.07033267354587197
3111017,송파나루역 3번,3,32806.0,0.09144668658172286
3111018,풍납초등학교(풍납백제문화공원),3,27101.0,0.11069702225010147
3111019,한성백제역 3번,11,182798.0,0.06017571308220002
3111020,방이동고분군(방산고등학교),9,28997.0,0.3103769355450564
3111021,방이역 4번,25,324278.0,0.07709434497560734
3111022,석촌중학교(방이육교),2,80535.0,0.024833923139007886
3111023,문정역 1번,10,61838.0,0.16171286264109447
3111024,경찰병원역 4번(건너말공원),5,34910.0,0.14322543683758238
3111025,경찰병원역 3번,6,59147.0,0.10144216950986526
3111026,문정역 2번,13,123212.0,0.10550920364899523
3111027,문정초등학교,11,124929.0,0.0880500124070472
3111028,문현중학교(장지역 1번),10,53688.0,0.18626136194307852
3111029,오금역 4번,2,43089.0,0.04641555849520759
