상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
더비스스탑,명동점,중구,서울특별시 중구 퇴계로20길 26-1,소규모,남산동2가,기타,96.55947415857861,29.209109491977316,145.984128,4264.066378842831
메이오레,,노원구,서울특별시 노원구 한글비석로44길 5,소규모,상계동,기타,96.5526571103013,29.207047344153093,136.463424,3985.6936855132376
살구커피하우스,,강남구,서울특별시 강남구 도곡로18길 5,소규모,도곡동,기타,96.55090082842291,29.20651607127561,101.256654,2957.3540923745936
링동,,광진구,서울특별시 광진구 긴고랑로36길 42,소규모,중곡동,기타,96.54957418545384,29.206114763583347,208.033994,6075.86470349061
온실,,마포구,서울특별시 마포구 연희로1길 59,소규모,연남동,기타,96.53781450104458,29.202557475057347,115.93440600000001,3385.5811545516335
쥬씨&차얌,,동대문구,서울특별시 동대문구 휘경로 8,소규모,이문동,기타,96.53121811783407,29.200562078115453,208.033994,6074.709556155298
일상컴퍼니디저트랩,,서초구,서울특별시 서초구 방배중앙로25길 5,소규모,방배동,기타,96.53001735188776,29.200198848051233,150.645306,4398.872890725525
누운,,마포구,서울특별시 마포구 방울내로 60,소규모,망원동,기타,96.51210703697596,29.194781002170718,114.744318,3349.9352352534356
카페트레비,,광진구,서울특별시 광진구 군자로 63,소규모,군자동,기타,96.49540434514071,29.18972846062699,208.033994,6072.455795439705
트레비커피로스터스,,광진구,서울특별시 광진구 군자로 63,소규모,군자동,기타,96.49540434514071,29.18972846062699,114.744318,3349.355484819834
콩카페이태원점,,용산구,서울특별시 용산구 녹사평대로 168-8,소규모,이태원동,기타,96.49006163438024,29.18811229789468,123.273282,3598.114398346039
샌드빈,,중구,서울특별시 중구 퇴계로56길 57,소규모,장충동2가,기타,96.48893262671328,29.18777077461228,139.60393399999998,4074.727624826101
문화합정,,마포구,서울특별시 마포구 양화로6길 99,소규모,서교동,기타,96.48568636532022,29.186788784959834,139.60393399999998,4074.5905352074724
시즌,,노원구,서울특별시 노원구 상계로3길 38-2,소규모,상계동,기타,96.47470865492312,29.183468042508053,102.97567,3005.187174600855
프롬보람,,은평구,서울특별시 은평구 갈현로5길 5,소규모,신사동,기타,96.47250125796705,29.182800307933647,136.463424,3982.38485192888
페리윙클,,서대문구,서울특별시 서대문구 신촌로1길 14,소규모,창천동,기타,96.46245588454133,29.17976159614657,123.273282,3597.084979934546
카페쿠키드,,마포구,서울특별시 마포구 어울마당로5길 25,소규모,서교동,기타,96.42046220068733,29.167058563944376,150.645306,4393.880462485321
해방촌하테바,,용산구,서울특별시 용산구 소월로20길 60,소규모,용산동2가,기타,96.41491541414257,29.165380668565117,102.97567,3003.3246151505405
호두대장,,양천구,서울특별시 양천구 은행정로5길 30,소규모,신정동,기타,96.39276549108307,29.158680346991066,123.273282,3594.4862251624872
타이거타이거카페,,종로구,서울특별시 종로구 삼일대로30길 56,소규모,와룡동,기타,96.37700654680407,29.153913287798435,102.97567,3002.1437539329463
카페에쏠로지,고척점,구로구,서울특별시 구로구 중앙로6길 46,소규모,고척동,기타,96.3658156456706,29.150528055439104,115.107956,3355.45770078225
바람부는섬,,종로구,서울특별시 종로구 인사동길 20,소규모,인사동,기타,96.3603667673541,29.148879777165615,150.645306,4391.141913588326
나츠네코,,동작구,서울특별시 동작구 여의대방로24길 60,소규모,신대방동,기타,96.35471153744811,29.147169077817203,226.84399600000003,6611.86030569969
글래드유케임,,용산구,서울특별시 용산구 신흥로 111,소규모,용산동2가,기타,96.34046646562321,29.142859962981188,208.033994,6062.705554681669
챔스빈커피상,왕십리점,성동구,서울특별시 성동구 무학로 8-3,소규모,도선동,기타,96.34021817485156,29.142784855360745,177.984272,5186.957346534007
시도플레이스,,서대문구,서울특별시 서대문구 연희맛로 7-7,소규모,연희동,기타,96.34001664045488,29.142723891480088,150.645306,4390.214558305529
베리에/오경사,,영등포구,서울특별시 영등포구 영중로27길 4-2,소규모,영등포동7가,기타,96.33166286135608,29.140196884674232,140.33121,4089.2790884645656
우리동네베이커리,,강서구,서울특별시 강서구 강서로33길 83,소규모,화곡동,기타,96.3243558925102,29.13798653654492,139.60393399999998,4067.777549340705
토팡가,,강동구,서울특별시 강동구 성내로5길 21,소규모,성내동,기타,96.32084462194737,29.136924381979362,136.463424,3976.124465993988
테이크잇이지,,마포구,서울특별시 마포구 포은로 37,소규모,합정동,기타,96.31141243507139,29.134071158288883,102.97567,3000.1004973524737
장군커피,,중구,서울특별시 중구 창경궁로8길 33,소규모,주교동,기타,96.3032752404781,29.13160966800112,139.60393399999998,4066.8873134053897
왓어원더,,관악구,서울특별시 관악구 관악로12길 43,소규모,봉천동,기타,96.2839861342513,29.12577473962469,285.224424,8307.382323663202
투썸플레이스,,서대문구,서울특별시 서대문구 연세로 1,소규모,창천동,기타,96.27727538313917,29.12374474654824,90.975616,2649.55061854399
빽다방수유,사거리점,강북구,서울특별시 강북구 수유로 84,소규모,수유동,기타,96.2617664607665,29.11905331864193,226.84399600000003,6605.482414537798
하마마베이크,,중랑구,서울특별시 중랑구 동일로149길 49,소규모,묵동,기타,96.2433427067081,29.113480158118488,226.84399600000003,6604.21817653431
성북동과일카페138,,성북구,서울특별시 성북구 동소문로23길 8-10,소규모,동선동4가,기타,96.23656850261483,29.111430970601617,148.794058,4331.607948302693
아아수혈,신촌점,마포구,서울특별시 마포구 신촌로12나길 36,소규모,노고산동,기타,96.23578798573217,29.111194865307088,148.794058,4331.572817237805
커피팩토리쏘물류점,,영등포구,서울특별시 영등포구 영등포로86길 12,소규모,신길동,기타,96.23312211749418,29.11038844379399,145.984128,4249.654672708542
기기커피,역삼점,강남구,서울특별시 강남구 테헤란로87길 47,소규모,삼성동,기타,96.23049176608416,29.10959276607301,131.33943399999998,3823.237437866523
밥스바비연남점,,마포구,서울특별시 마포구 동교로 225,소규모,연남동,기타,96.22657403102451,29.108407656550458,90.975616,2648.1553173337943
쓰차완,,중구,서울특별시 중구 소공로6길 13-7,소규모,회현동2가,기타,96.21314365480791,29.104344986026955,226.84399600000003,6602.145917592919
홀로,,동작구,서울특별시 동작구 동작대로9길 32,소규모,사당동,기타,96.21091162567355,29.103669800252145,115.93440600000001,3374.1166707123716
카페미토,,동작구,서울특별시 동작구 동작대로9길 32,소규모,사당동,기타,96.21091162567355,29.103669800252145,90.975616,2647.724287938536
페이브커피방배,본점,서초구,서울특별시 서초구 방배로26길 15,소규모,방배동,기타,96.20393829724009,29.101560377893424,174.083428,5066.099390732663
커피향기,,강동구,서울특별시 강동구 올림픽로62길 40,소규모,성내동,기타,96.18015609840836,29.0943662951202,145.984128,4247.315693305713
요거트리,,노원구,서울특별시 노원구 동일로176길 9,소규모,공릉동,기타,96.17847139198363,29.093856673720015,136.463424,3970.247299061084
나연건강카페,,강서구,서울특별시 강서구 곰달래로55길 18,소규모,화곡동,기타,96.17664749464768,29.09330494725866,226.84399600000003,6599.641551082725
온더카페,,강북구,서울특별시 강북구 덕릉로 122,소규모,미아동,기타,96.16611376000805,29.090118506869153,150.645306,4382.289804043567
솔방울2,,종로구,서울특별시 종로구 율곡로10길 79-3,소규모,권농동,기타,96.1595103370153,29.088120980402717,145.984128,4246.403976482596
유로시안,동대문점,종로구,서울특별시 종로구 종로40길 4,소규모,종로6가,기타,96.14547273497277,29.08387462489345,114.744318,3337.209358630905
이디야에스프레소신설점,,종로구,서울특별시 종로구 난계로29길 30,소규모,숭인동,기타,96.1284240747487,29.07871742838305,174.083428,5062.122811776266
러브이즈아트아틀리에,,마포구,서울특별시 마포구 신촌로2안길 48,소규모,동교동,기타,96.10642227579486,29.07206191414933,90.975616,2644.8487410298744
봉명동내커피,,노원구,서울특별시 노원구 공릉로41나길 31,소규모,공릉동,기타,96.08115379490565,29.064418233076907,136.463424,3966.2300286537047
이디야커피한티역점,,강남구,서울특별시 강남구 도곡로69길 8,소규모,대치동,기타,96.07968024998212,29.063972487743396,208.033994,6046.294278131375
바이와이제이,,용산구,서울특별시 용산구 대사관로5길 22,소규모,한남동,기타,96.04423484531054,29.053250301080084,136.463424,3964.7060144144193
디프런트,,마포구,서울특별시 마포구 동교로51길 91,소규모,연남동,기타,96.04012592394655,29.05200735796072,225.257212,6544.174180457718
커피대장,,동작구,서울특별시 동작구 상도로15길 51,소규모,상도동,기타,96.03464517422402,29.050349438630292,139.60393399999998,4055.54306570748
디폴트커피라이트,,양천구,서울특별시 양천구 오목로 236,소규모,신정동,기타,96.02429106524653,29.04721733475907,131.33943399999998,3815.0450840222443
알앤커피,,마포구,서울특별시 마포구 양화로7길 20,소규모,서교동,기타,96.00221818736901,29.04054031924769,285.224424,8283.071385206198
브레드빈,,송파구,서울특별시 송파구 송이로14길 15,소규모,가락동,기타,95.96261985915689,29.028561878866505,208.033994,6038.927667736743
베트남쌍둥이커피,,광진구,서울특별시 광진구 능동로13길 28,소규모,화양동,기타,95.95588460062345,29.026524472328468,123.273282,3578.1949367572483
커스텀요거트,,동작구,서울특별시 동작구 흑석로 91,소규모,흑석동,기타,95.9503126052364,29.02483895130873,101.256654,2938.958075098391
카페프랑,,동작구,서울특별시 동작구 동작대로35가길 9,소규모,사당동,기타,95.94011849470357,29.02175524674922,148.794058,4318.264733446607
멜라흐,,강북구,서울특별시 강북구 오현로 21,소규모,미아동,기타,95.93794166769527,29.021096759542402,139.60393399999998,4051.459276626771
띠아모,동대문역점,종로구,서울특별시 종로구 종로39길 8,소규모,종로6가,기타,95.92004676983996,29.01568357730049,140.33121,4071.8059853797063
이디야장한평군자초교점,,동대문구,서울특별시 동대문구 한천로2길 53,소규모,장안동,기타,95.91841389867346,29.01518963599536,208.033994,6036.145786643521
포니테일,,마포구,서울특별시 마포구 광성로6길 36,소규모,신수동,기타,95.91382292340494,29.013800872226067,90.975616,2639.5484068521037
일호단팥,,마포구,서울특별시 마포구 백범로16길 1,소규모,대흥동,기타,95.87762408380189,29.002850772521594,140.33121,4070.00514235739
커피청년,,강동구,서울특별시 강동구 성안로 57,소규모,성내동,기타,95.87730802306051,29.00275516457756,140.33121,4069.9917255789182
커피스튜디오,,서대문구,서울특별시 서대문구 모래내로15길 40,소규모,남가좌동,기타,95.87366213829326,29.001652289398407,225.257212,6532.831338103303
빽다방종로5가역점,,종로구,서울특별시 종로구 종로 213,소규모,종로5가,기타,95.87198155636233,29.001143915651983,90.975616,2638.3969324310915
네로에비앙코,,은평구,서울특별시 은평구 연서로 211-3,소규모,갈현동,기타,95.8697196034004,29.00045967796007,115.93440600000001,3362.151066491252
헨리워튼,,중랑구,서울특별시 중랑구 봉우재로19길 24,소규모,상봉동,기타,95.86962674424602,29.000431588192274,285.224424,8271.631395493547
부촌디저트,,중랑구,서울특별시 중랑구 봉우재로19길 24,소규모,상봉동,기타,95.86962674424602,29.000431588192274,101.256654,2936.4866671762557
오티알커피,,동대문구,서울특별시 동대문구 이문로9가길 35,소규모,이문동,기타,95.86112819037147,28.997860787213828,115.93440600000001,3361.849765636328
카멜커피,,강남구,서울특별시 강남구 도산대로45길 16-8,소규모,신사동,기타,95.8496189252732,28.99437925018852,140.33121,4068.8163233778478
텐퍼센트커피양재서초,구청점,서초구,서울특별시 서초구 서운로6길 30,소규모,서초동,기타,95.84134549444518,28.991876548625196,208.033994,6031.295871965435
