geometry
POINT (962834.033837 1958233.301554)
POINT (946744.062894 1947436.396641)
POINT (956798.288962 1952726.389946)
POINT (948589.968644 1941656.980851)
POINT (970984.421617 1950212.965611)
POINT (958686.558858 1944149.333869)
POINT (947610.182503 1939618.749527)
POINT (961676.667699 1955959.202038)
POINT (944690.242982 1949687.718152)
POINT (947498.752657 1945546.966177)
POINT (942351.434843 1945394.170207)
POINT (965179.363193 1955577.125733)
POINT (942246.431123 1947904.953925)
POINT (949722.769245 1941820.66491)
POINT (945776.624363 1943053.046458)
POINT (956844.758432 1952903.257662)
POINT (946860.974624 1940911.179136)
POINT (968472.932908 1950615.779944)
POINT (962046.224011 1961817.985902)
POINT (949021.189764 1957008.54036)
POINT (956212.739735 1951889.22999)
POINT (955363.231035 1956900.560637)
POINT (957973.333152 1948142.561656)
POINT (963027.998616 1954010.042468)
POINT (951651.519995 1948318.665673)
POINT (952144.705893 1944061.612094)
POINT (956921.164428 1943296.330528)
POINT (961636.921555 1950186.077032)
POINT (957283.797054 1959967.223798)
POINT (945446.976625 1943357.177334)
POINT (954923.744295 1952400.638804)
POINT (950049.939756 1941573.749289)
POINT (948705.53231 1957751.360775)
POINT (942448.952397 1949712.107116)
POINT (946405.555227 1951756.723315)
POINT (943983.889496 1948425.055967)
POINT (948437.185621 1942967.729062)
POINT (963124.457467 1952071.910373)
POINT (948436.772015 1952205.152872)
POINT (952160.60216 1951504.317634)
POINT (957813.387052 1947239.145167)
POINT (959597.523127 1945401.703874)
POINT (951064.522184 1955892.064224)
POINT (952435.105072 1952397.866583)
POINT (955043.258117 1952833.644583)
POINT (960763.168308 1949054.296944)
POINT (961979.183938 1962934.031592)
POINT (959914.99894 1949311.211608)
POINT (960255.463319 1952094.059278)
POINT (954317.677431 1952973.383902)
POINT (949036.0346 1941053.510829)
POINT (961110.673594 1944559.810804)
POINT (946068.707984 1943925.859835)
POINT (957562.287239 1960219.347194)
POINT (944574.121597 1949449.589387)
POINT (957102.452139 1947087.415995)
POINT (951639.527386 1942099.579934)
POINT (958625.729802 1945270.828497)
POINT (969427.250014 1943897.724795)
POINT (962425.172323 1962006.289886)
POINT (941810.779683 1947937.73205)
POINT (950541.719683 1946089.863588)
POINT (958248.430323 1947183.565625)
POINT (970819.19108 1951313.744547)
POINT (971061.275356 1951596.761501)
POINT (958034.888277 1944019.348794)
POINT (954963.182077 1944004.710294)
POINT (949126.449836 1957503.321678)
POINT (948790.701515 1943304.534483)
POINT (963717.459835 1949436.07011)
POINT (966936.473 1944004.190378)
POINT (960749.143287 1944414.275024)
POINT (961584.350908 1946379.017244)
POINT (949619.234608 1950883.11764)
POINT (947314.268848 1941260.163219)
POINT (945027.671748 1945877.674685)
POINT (945303.381776 1943397.11967)
POINT (959289.535059 1943880.630865)
POINT (962755.870352 1945199.19681)
POINT (954128.661932 1952588.029103)
POINT (960032.714063 1951744.872278)
POINT (945194.2774 1949801.793947)
POINT (966668.628572 1944630.690021)
POINT (941888.935262 1944901.292294)
POINT (956311.921743 1956761.82904)
POINT (961849.436314 1950279.364653)
POINT (947620.132824 1955257.213571)
POINT (949288.841402 1944461.402731)
POINT (960086.008905 1963940.044568)
POINT (958543.016192 1951199.27033)
POINT (949069.869271 1941889.003468)
POINT (961774.052202 1950309.043313)
POINT (963923.316841 1953971.824128)
POINT (954956.040592 1942236.831036)
POINT (955470.280914 1955877.672302)
POINT (943853.4175 1944915.739735)
POINT (966171.60413 1945251.885688)
POINT (963177.5139 1943699.797041)
POINT (953969.95052 1951694.9398)
POINT (967137.712569 1945435.82366)
POINT (946261.174724 1951790.180379)
POINT (963906.23589 1949005.885961)
POINT (958596.660276 1947564.191525)
POINT (948405.407417 1942918.69514)
POINT (958371.111835 1959572.202564)
POINT (958522.070273 1945242.859237)
POINT (957727.93892 1952268.387641)
POINT (955480.905674 1955448.084825)
POINT (949957.097331 1952915.528577)
POINT (952729.618159 1950543.137747)
POINT (956687.22967 1955645.42981)
POINT (944685.487968 1947042.410973)
POINT (945690.91841 1951689.665386)
POINT (959180.480247 1956193.800854)
POINT (946167.590388 1951266.612344)
POINT (955577.516848 1954012.293019)
POINT (963353.239537 1952407.452376)
POINT (958329.815729 1945069.19278)
POINT (970876.152453 1949730.515409)
POINT (961992.389138 1950447.237785)
POINT (946399.907788 1950918.669037)
POINT (959015.52917 1956743.081461)
POINT (956256.962696 1953827.214744)
POINT (947998.592293 1955252.147707)
POINT (958845.696505 1947441.246162)
POINT (967315.506618 1948451.281256)
POINT (948436.047209 1942786.700668)
POINT (961585.690728 1955739.973727)
POINT (956627.843287 1955631.775284)
POINT (945794.368159 1944581.48722)
POINT (952349.668238 1949337.051816)
POINT (959008.131962 1944236.952468)
