기준_년분기_코드,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
20191,3110252,장안제일시장,135350.0,141018.0,1.0418766161802733
20191,3110253,중곡초등학교,135186.8,148807.5,1.1007546594785882
20191,3110254,오거리공원,503315.8,519945.0,1.033039296600663
20191,3110255,상봉역 4번,407173.0,438846.0,1.0777875743234449
20191,3110256,면목2동체육관,225880.6,237968.0,1.0535123423614068
20191,3110257,상봉역 7번,232234.6,236276.5,1.017404383326171
20191,3110258,면동초등학교,177910.2,189449.0,1.0648574393148902
20191,3110259,사가정역 1번,170009.8,172471.0,1.0144768125131611
20191,3110260,면목역 3번,157386.6,160288.5,1.0184380372916118
20191,3110261,사가정역 4번,231946.2,247442.5,1.0668098895347282
20191,3110262,상봉역 3번,231077.0,247873.0,1.0726857281339122
20191,3110263,면목역 1번,287634.2,288708.0,1.0037332139224056
20191,3110264,면목역 2번,459912.2,483592.5,1.0514887406770248
20191,3110265,망우역 1번,60144.6,68057.5,1.13156459599033
20191,3110266,면목동우체국,293526.0,303477.5,1.0339032998780346
20191,3110267,망우역 2번,285536.4,324744.5,1.1373138415977786
20191,3110268,망우3동주민센터,98519.6,100902.5,1.024187065314922
20191,3110269,용마문화복지센터,80745.2,81395.0,1.0080475371910653
20191,3110270,혜원여고,46724.6,46105.5,0.9867500203319023
20191,3110271,신내역 1번,5807.2,5936.5,1.0222654635624742
20191,3110272,신내1동주민센터,175441.8,196471.0,1.1198642512787718
20191,3110273,장스여성병원,99404.4,109037.0,1.0969031551923256
20191,3110274,서일대학교,202398.6,217949.5,1.076833041335266
20191,3110275,하나은행 망우동지점,45824.4,52655.5,1.149071237157497
20191,3110276,신내IC북측,6158.2,6628.5,1.076369718424215
20191,3110277,러스크서울병원,223744.2,231250.5,1.033548579136353
20191,3110278,망우본동주민센터,181086.4,200605.0,1.1077861175659796
20191,3110279,신내역 2번,2041.6,2427.5,1.1890184169278997
20191,3110280,북정마을,25431.8,27149.0,1.0675217640906267
20191,3110281,길상사,8834.4,9439.0,1.0684370189260166
20191,3110282,국민대학교앞,14789.8,14926.5,1.0092428565633071
20191,3110283,성북초등학교앞,20455.0,19645.0,0.9604008799804449
20191,3110284,정릉북한산국립공원입구,12330.6,13983.0,1.1340080774658168
20191,3110285,홍대부중,29284.4,29335.0,1.0017278824220404
20191,3110286,한성대입구역 5번,94944.0,92972.5,0.9792351280754972
20191,3110287,정릉3동주민센터,31366.8,31169.5,0.9937099098409784
20191,3110288,동구여중,34666.4,35295.5,1.0181472549788844
20191,3110289,북한산보국문역 2번,148899.2,153164.0,1.0286421955255636
20191,3110290,북한산보국문역 1번,25200.6,27237.5,1.0808274406164933
20191,3110291,한성대입구역 3번,432240.4,435561.5,1.0076834557806258
20191,3110292,정릉역 2번,44549.6,46397.0,1.041468385799199
20191,3110293,삼선중학교,231344.6,235491.5,1.0179252076772054
20191,3110294,서경대학교,283367.2,303418.0,1.0707590716215567
20191,3110295,정릉우체국,149233.0,155130.0,1.0395153886874886
20191,3110296,성신여대입구역 4번,90967.6,98195.5,1.079455762271402
20191,3110297,경동고등학교,279014.0,281693.0,1.0096016687334686
20191,3110298,솔숲어린이공원,20469.4,24974.5,1.2200894994479563
20191,3110299,정릉역 1번,328907.4,357567.0,1.0871357713447614
20191,3110300,삼선동주민센터,572053.6,584194.5,1.021223360887861
20191,3110301,성신여대입구역 7번,155257.4,161203.0,1.038295115079861
20191,3110302,보문역 8번,91752.2,93264.5,1.0164824385682305
20191,3110303,성신여대입구역 1번,275463.2,288700.0,1.0480528796586985
20191,3110304,보문역 4번,111882.6,111844.0,0.999654995504216
20191,3110305,보문역 5번,272733.4,269477.0,0.9880601349156355
20191,3110306,미아초등학교,28537.4,31590.5,1.106985920230995
20191,3110307,길음역 7번,110191.0,115636.0,1.049414198981768
20191,3110308,길음역 8번,163077.0,175709.5,1.0774634068568836
20191,3110309,대광초등학교,45828.6,43304.0,0.9449121291071515
20191,3110310,길음역 10번,23487.8,25351.5,1.0793475761884894
20191,3110311,종암아이파크2차후문,33122.0,36670.0,1.1071191353179155
20191,3110312,안암역 2번,99904.8,75942.5,0.7601486615257725
20191,3110313,안암역 3번,219726.2,186672.0,0.8495664149291254
20191,3110314,종암경찰서,128833.8,131948.5,1.0241761090645467
20191,3110315,종암아이파크2차,186237.6,197951.5,1.0628976103643948
20191,3110316,숭곡초등학교,477030.6,504043.5,1.0566271849227282
20191,3110317,종암중학교,90861.0,88490.0,0.9739051958486039
20191,3110318,KT월곡지사,73865.4,78188.0,1.0585199565696524
20191,3110319,종암동주민센터,173823.2,183256.5,1.054269510629191
20191,3110320,KB국민은행 종암동지점,41939.2,41245.5,0.9834593888295438
20191,3110321,동덕여대,4661.4,5049.5,1.0832582485948428
20191,3110322,장위1동주민센터,133685.2,144021.5,1.0773182072510643
20191,3110323,상월곡역 1번,183719.0,204638.5,1.1138668292337754
