query,found_name,score,reviewCount
사랑해베이글94빌딩점,사랑해베이글 종로 94빌딩점,,27
복자,복자네,4.45,37
랭보,랭보,,275
하루COFFEE,하루카페,,1
마인드F&B,,,
텐퍼센트커피오금역점,텐퍼센트커피 오금역점,,29
샷인디암,샷인디암,4.83,13
로이83,로이커피로스터즈,,0
그로밋커피하우스,그로밋커피하우스,,127
밀크팅,,,
제니아카페,제니아빈,4.42,556
커피빈코리아테헤란로비젼,커피빈 테헤란로비젼타워점,4.52,69
스너그커피,스너그커피,4.61,181
세컨브레스,세컨브레스,,120
웨하커피로스터스,웨하커피로스터스,,106
엠파이어,엠파이어,,0
브리트레소,브리트레소 혜화,,109
허밍베어커피앤디저트,허밍베어 커피 앤 디저트,,22
칠앤도프,칠앤도프커피바,,119
더블유엘제이,더블유엘제이 W카페,,1
창신동달커피,창신동달커피,5,5
이노몬트,,,
여-백,여백,,110
커피그리고,커피그리고,,36
메가엠지씨커피동부,,,
도바,,,
낭만주의,낭만주의,4.69,0
사과당,사과당 베이커리랩,,156
헤브헤븐도자기카페,헤브헤븐 도자기카페,,147
비펌킨카페,비펌킨카페,,92
메가엠지씨커피논현역점,메가MGC커피 논현중앙점,,18
제이투투자파트너스,,,
컴포즈커피금호,컴포즈커피 신당역점,,17
커피시네마,커피시네마,4.49,19
레이지수,,,
커피베이홈플러스,커피베이 홈플러스 중계점,4.46,5
씨제이씨지브이,,,
메가엠지씨커피가,,,
카페오늘의,카페오늘의,,1
규림,,,
카페트레비,트레비커피로스터스,,97
트레비커피로스터스,트레비커피로스터스,,97
딜카페,오어딜커피 라페스타점,,70
히자우,히자우커피바,5,68
제주스문정법조타운한양,제주스 문정법조타운 한양타워점,,3
딸깍발이코퍼레이션,,,
투썸플레이스중곡대원외고점,투썸플레이스 중곡대원외고점,,19
달카페,달카페,4.36,19
에이엠나인,am9 coffee,4.44,18
커피굽는라이로스터라이,커피굽는라이로스터라이,4.49,8
카페앤젤라또,홀리앤졸리 도넛&커피 성신여대점,,14
씨트,씨트 커피,,8
컴포즈커피고대안암,컴포즈커피 고대안암역점,,4
행운마트,CU 신당행운점,4.53,0
로브니,,,
매머드익스프레스양재산기협점,매머드익스프레스 양재산기협점,,10
커피빈강남역12번출구점,커피빈 강남역12번출구점,4.45,132
카우보이,카우보이,,4
쌀연구소,쌀연구소,,0
매머드익스프레스한남순천향,매머드익스프레스 한남순천향병원점,,13
리리리국제,,,
테이퍼드커피,테이퍼드커피 옥수점,4.64,284
셀렉토커피,셀렉토커피 돌곶이역스타점,4.63,44
빽다방관악,빽다방 서원역점,,5
스위트하트,스윗하트,,20
더벤티녹번역점,더벤티 녹번역점,4.53,12
공차개롱역점,공차 개롱역점,,12
프리퍼커피서초,프리퍼,4.56,933
플레이버커피,플레이버커피,4.56,14
이칠삼,,,
예쁜소나무,예쁜소나무,,11
연리목,연리목,,33
콩쥬,콩쥬,4.18,3
메가MGC커피답십리초점,메가MGC커피 답십리초점,,16
홀리러브스러브,홀리 러브스 러브,,2
그리드커피,그리드커피로스터스,,44
송오브송즈로스터즈,더 커피 랩,,191
요아정원효로점,카페요아정 원효로점,,19
티브커피하우스,티브커피하우스,,80
퓨,piu피유,4.56,157
커피홀릭,커피홀릭,4.32,23
메리그린,메리그린,,439
란커피,란커피,,1
하삼동커피신풍역점,하삼동커피 신풍역점,,20
스토어드커피,스토어드커피,4.45,89
파코카,,,
네세서리커피,네세서리 커피 로스터스,4.65,42
어보브더힐,어보브 더 힐,,72
나무와숲,나무와숲,4.39,7
컴포즈커피엔터식스,컴포즈커피 엔터식스천호점,,8
호아오아시스,호아 오아시스 1호점,,1
메가엠지씨커피서울남부초교점,메가MGC커피 서울남부초교점,,2
카페;도로,카페도로,,47
디저트레오,디저트레오,5,22
송스커피,송스커피,4.32,11
케비쥬스,,,
두산-타이거슈가,,,
카페후식,후식캔커피본점,4.21,7
쩐주단트루단,쩐주단 서울역점,,8
브리즈커피,브리즈커피,,65
카페롱,카페롱,4.46,599
일트,일트 커피,,334
폭스탕후루,,,
에밀리아젤라또미아,에밀리아젤라또 미아사거리점,,6
몬도커피츄러스미아,몬도커피츄러스 미아사거리점,,13
러브플루토LUVPLUTO,,,
풍경꽃,털보전풍경빈대떡 송산그린시티점,4.74,14
다브루커피사당,,,
정남,정남,4.45,0
보고타,보고타카페,4.33,13
제주스,제주스커피 을지로파인에비뉴점,,24
투썸플레이스2001아울렛,투썸플레이스 2001아울렛중계점,,2
아워레스트,아워레스트,,137
카페큐릉,카페큐릉 벤처타워점,,6
메가엠지씨커피장위전통,,,
현교,현교,4.67,4
베이킹고덕,베이킹고덕,,20
바나프레소신촌역점,바나프레소 신촌역점,,14
카페나루터로,나루터로 카페,,7
카페이츠,카페이츠,,138
WETCO.;LTD.,,,
빽다방고속터미널역점,빽다방 고속터미널역점,,2
카페텅,카페 텅,4.62,603
미스홍대게스트하우스2,,,
해브커피,해브 커피,4.86,27
림카페,림카페,,88
인터스노어,,,
먹거리공작소이것저것,먹거리공작소 이것저것,,16
마이루틴,마이루틴,4.92,320
도즈,도즈,,0
빽다방종로,빽다방 을지로입구역점,,15
자후,자후,,7
커피친구,커피친구,4.38,107
선우,선우초밥,4.23,24
달래디저트,달래디저트,4.66,61
르메드,르메드,,171
휴고살롱,휴고살롱,,93
에이에스커피,에이에스커피,,55
피르마에프앤비,,,
케이제이,케이제이푸드,3.8,3
더벤티마포트라,,,
소빛에코피아,,,
매머드익스프레스마포트라,,,
엔피에스카페테리아카페삼십육점오,엔피에스카페테리아카페삼십육점오,4.39,1
도화아파트먼트한강로,도화아파트먼트 한강로,,85
엠카페,엠 카페,,2
노홍철천재,,,
카페디-데이,카페디데이,4.35,3
까페아띠,카페아띠,4.24,9
바나프레소도산,바나프레소 도산논현점,,7
엔디자인랩,,,
빽다방선릉,빽다방 선릉중앙점,,37
파인앳프,,,
더비스스탑,,,
할리스커피역사문화공원점,,,
토스토스,토스토스,4.3,9
날쌘카페명일,날쌘카페 명일고덕점,,15
탐앤탐스목동,탐앤탐스 신정역점,,24
커피에반하다돈암점,커피에반하다 길음뉴타운점,4.65,4
봄카페,봄카페,4.35,17
타셴,카페 타셴,,56
커피베이명보,,,
타이슨커피,타이슨커피,,38
메종드쌍문,메종드쌍문,,392
상왕제약홍익점,상왕제약 홍익점,,1
뜨아아아커피집,뜨아아아커피집,,"1,128"
커피에반하다독산초점,커피에반하다 서울독산초점 스마트 무인카페,4.33,2
하키,하키,,56
카페레브,카페 레브,4.52,29
이디야커피강남도산점,이디야커피 강남도산점,,1
메가엠지씨커피송파나루역점,메가MGC커피 석촌점,,21
테미,카페테미,4.33,26
와이앤제이Y&J,와이앤제이,,28
메가엠지씨커피수락디자인점,,,
카페두두,카페두두,4.5,115
카페원룸,카페원룸,4.47,100
오르다빛,오르다빛,,4
에포크,에포크,,106
이로리로스터스,이로리로스터스,4.68,109
카페유메,유메미루,4.48,73
좋은이름.좋은카페,,,
라인,라인커피,,2
해방촌오거리화채,,,
소년커피,소년커피 상봉점,4.56,30
카페게이트동교점,카페게이트 동교점,,230
낭띠발아,낭띠발아,4.83,2
카페정성,카페 정성,,16
카페다담,카페다담,4.57,86
에그스톤,이삭토스트 중계브라운스톤점,4.36,19
벨랄라커피,벨랄라커피,,11
커피그림,커피그림,4.29,8
에어드랍커피성수,에어드랍 커피 성수,,112
성차사진품보이차,,,
더벤티장안벤처빌점,더벤티 장안벤처빌점,,3
탐앤탐스장안,탐앤탐스 장한평역점,4.4,38
본솔커피서강대점,본솔커피 서강대점,4.49,5
메가엠지씨커피금호,,,
시프스,시프스,,86
브리지,카페 브리지,,21
파이브푸,카페 파이브푸,,3
컴포즈커피신당역점,컴포즈커피 신당역점,,17
플랙,플랙,,68
헤이노커피,헤이노커피,,12
카페라이킷,라이킷버터,,10
카페수),카페수,4.52,40
메가엠지씨커피내방역점,메가MGC커피 방배역점,,22
카페4776,카페4776,4.49,6
하나로다방,청자다방 정읍농협하나로점,,2
호이안로스터리송리단길점,호이안로스터리 송리단길점,4.6,"1,034"
카페총각,카페총각,,98
로즈드마이,로즈드마이,4.59,154
카페바바바,카페바바바,,2
쥬스식스뚝섬역점,,,
오트,오트,,9
메가엠지씨커피서울,메가MGC커피 발산중앙점,4.41,9
크링더도넛,,,
라파리나금호,라파리나 금호점,,115
카페클로츠,,,
렌토,렌토,,60
가산로3,,,
비에이치팩토리,,,
커피블루밍,커피블루밍,,1
스카이,스카이,,0
제프커피,제프커피,,52
에그랑커피랑,나따오비까 with 에그랑커피랑 개포점,,30
힐베이글,힐 베이글,4.25,73
앤덴커피,앤덴커피,4.88,62
카페두드림,카페두드림,4.48,24
커피니쉬,커피니쉬,,10
놀터723,놀터723,,0
커피나인압구정,커피나인 압구정로데오점,,11
보드게임카페홈즈앤루팡압구정,,,
로프커피,로프커피,4.72,458
그린눈복권,,,
테누,테누커피,,429
어나더룸,황실 어나더룸,,48
딥스,딥스 파티세리,,48
칠시,칠시,,20
로마나,로마피자 라티노,,61
메가엠지씨커피반포,메가MGC커피 논현중앙점,,18
매머드익스프레스제일,매머드익스프레스 퇴계로제일제당점,,1
코글마르스,,,
유멜로우,유멜로우,,57
청애당옥,,,
당옥,당옥,4.31,722
달구름,구름에 달가듯이,4.56,45
더설잠실,더설 잠실직영점,,212
이디야올림픽공원점,이디야커피 올림픽공원점,4.19,17
오너스,오너스,4.33,241
세련,세련,,513
커피빈압구정시티점,커피빈 압구정시티점,4.54,54
탐앤탐스난곡,,,
카페테리아코코팜스,,,
매머드익스프레스장,,,
투티거스호랑이다과점,투티거스 호랑이다과점,,25
설렘,카페 설렘,4.58,61
커피엠,커피엠,,2
태담망우점,,,
위위,위위 라운지,4.75,57
팔칠팔커피,,,
시러피하우스,시러피하우스,,243
영화인카페,영화 in 카페,,23
오랑제뜨22,오랑제뜨22,,169
지엘카페,지엘카페,,1
필링,필링커피,,20
로우어가든,헨리스플랏,,703
인마이험블커피,인마이험블커피,,106
카페카모그라프,카모그라프카페,4.37,37
펠어커피잠실본동,펠어커피초코 본점,4.73,"2,781"
커피빈삼성생명강남사옥점,커피빈 삼성생명강남사옥점,4.49,5
모센트양재,모센트 양재점,,213
카페이파네마,카페 이파네마,,75
그뢴,로스터리 카페 그뢴,4.93,26
에이림,에이림커피,4.65,28
이프유캔,이프유캔 신림점,,2
메가커피동소문점,메가MGC커피 정릉시장점,,14
커피빈고대안암역점,커피빈 고대안암역점,4.46,63
킹스빈커피,킹스빈커피 태평로점,4.3,10
투썸플레이스가락시장역점,투썸플레이스 가락시장역점,4.38,30
모리커피수유번동점,모리커피 수유번동점,,2
갤러리카페커피집,갤러리카페모짜르트,4.57,76
요거프레소장승배기역점,요거프레소 장승배기역점,4.31,8
판앤코&에이그레이트,,,
사과나무카페베이커리,사과나무 카페베이커리,,5
이호커피,몽그레 제주공항점,4.72,"4,524"
컴포즈커피신촌,컴포즈커피 신촌연세대점,4.56,12
고스,더랑고스,,35
왓어원더,왓어원더,4.95,310
텐션커피&비어,텐션커피&비어,,1
누운,누운,,77
야노아,,,
위커즈러브,,,
설빙남부,설빙 남부터미널점,,21
탐앤탐스신정역점,탐앤탐스 신정역점,,24
매머드익스프레스구로대진월드,매머드익스프레스 구로대진월드타워점,,9
퍼플앤족욕카페,퍼플앤족욕카페 서울1호점,4.38,159
카페뜨레,카페뜨레,,2
꿀밀,,,
하잇커피,하잇커피,,39
호우주의보,,,
소풍,소풍가는날 김밥,,0
리히크,,,
100X커피,백곱커피,4.33,37
팔공티화곡아따이점,,,
더킹스빈,힛더커피,4.56,8
베러초이스,베러초이스,,70
카페봉봉,카페봉봉,4.36,39
탐앤탐스역삼GS,탐앤탐스 역삼gs타워점,4.35,9
제퍼강남주,,,
카페마당,카페 마당,4.47,840
대지다방,대지다방,,0
커피마당,커피마당,,14
비마이플라워,비마이플라워,,505
메가엠지씨커피교대,메가엠지씨커피 서초샤르망점,,2
루티드나인,루티드나인,,13
우지커피동원,우지커피 동원사거리점,4.45,23
꽃이피움,카페 꽃이피움 동덕여대점,4.47,32
이디야을지로,이디야커피 동대문점,4.32,40
카페여기,카페여기,4.57,83
이트리오,,,
메가엠지씨커피명동길점,,,
연영,카페연영,4.39,87
영연,,,
다올커피,다올 커피,4.28,2
잃어버린시간,,,
블랙와인커피,블랙와인커피 태백점,,8
카페디아떼,카페디아떼,,1
공차명동역점,공차 명동역점,4.47,67
펀스토랑,,,
마자리스,,,
빽다방한성대입구역점,빽다방 한성대입구역점,,10
무에,무에,,240
반석기업,,,
샤벳,더 샤벳 아이스크림 초정마을점,4.51,0
럭스카페,APM럭스카페,4.32,2
리틀워크,,,
플로릭카페,플로릭 카페,4.64,91
디피스트,디피스트,4.54,376
커피베이암사역점,커피베이 암사역점,4.25,10
단정,단정,4.8,395
핑크고릴라커피,핑크 고릴라 커피,,20
어디셔널,,,
팔공티대치학원가점,,,
카페커브,카페커브,,9
채은커피숍,채은커피숍,,0
빽다방신논현역점,빽다방 논현영동시장점,,6
루다브레드,루다브레드,,33
허니네커피,허니네커피,,19
쥬씨월곡,쥬씨&차얌 동덕여대점,4.41,9
투썸플레이스월곡역코업,투썸플레이스 월곡역코업스타점,4.45,35
할리스커피굽은다리역점,할리스 굽은다리역점,,7
카페인루,카페인루,4.58,2
루트커피,루트커피,4.64,85
메종드기기,메종드기기 신목동역점,4.39,2
카페르꽁뜨,카페 르꽁뜨,4.82,85
롤스이엔엠,,,
압구정쌍커피,,,
리얼빙수화채,리얼빙수화채,,1
월드베스트커피,월드베스트커피,4.44,24
컴포즈커피상계,컴포즈커피 상계백병원점,4.58,17
포트오브모카,포트오브모카 마천점,4.29,2
머스타시,머스타시,4.19,32
달리는커피서울,달리는커피 여의도더현대점,,73
어니스트하비스트알앤디센터,,,
클로버랩스,,,
메가엠지씨커피장한평자동차,,,
아꼬떼,아꼬떼,4.47,8
어니언컴퍼니,,,
싱글오커피,싱글오커피,,24
해피카페서래마을지점,해피카페 서래마을지점,,77
상상커피,상상커피,,1
이디야자양우성점,이디야커피 자양우성점,4.38,10
브릭스톤,싸움의고수 광교 브릭스톤점,4.52,21
카페바운스,바운스,,22
블랙미엘,,,
비전테이블,비전테이블,,60
메가엠지씨커피석계역점,메가MGC커피 석관점,4.55,12
슈퍼커피플러스,,,
커피리브레,커피리브레 명동성당점,4.53,224
할리스커피구로거리공원점,할리스 구로거리공원점,4.68,26
감성커피테라스,감성커피 테라스점,4.31,51
마피,쿠키앤베이커리 마피 성신여대점,,10
밤율,,,
뮤잇,뮤잇,,9
일상컴퍼니디저트랩,,,
301에이치,비.에이치.씨치킨,5,0
젤르커피,젤르커피,,1
