query,found_name,score,reviewCount
제이럭,,,
더블유,더블유,4.32,414
나빌리오,나빌리오,,0
포그,포그,,73
모지니,,,
설빙가락시장역점,설빙 가락시장역점,4.35,167
달콤커피가락시장역점,,,
쿼터커피,쿼터,,71
빽다방잠실,빽다방 잠실새내점,4.45,59
더설약수,더설 약수본점,4.59,249
매머드커피,매머드커피익스프레스 국민대후문점,,3
투썸플레이스문정,투썸플레이스 문정법조타운점,,30
공명서울작업실,카페 공명 합정점 서울 작업실,,312
더블유카페,W카페,4.56,190
케브,케브,,1
시엠프레꼬모도밍고,시엠프레꼬모도밍고,,245
이디야합정역,이디야커피 홍대청기와점,,39
킵커피,킵커피,4.31,4
메가엠지씨커피해방촌,,,
컴포즈커피일원맛의,컴포즈커피 일원맛의거리점,,5
커피송,커피송,4.78,13
나히차,나히차 고려대점,,6
빽다방영등포신세계점,빽다방 영등포신세계점,,69
트레이,트레이커피,,29
포이지아,포이지아,,133
이디야논현,이디야커피랩,4.46,"3,121"
공차석촌역점,공차 석촌역점,4.38,40
코지커피앤니팅,cozy coffee&knitting,4.82,45
소라커피숍,소라커피숍,,0
에이드립까페,에이드립까페,4.61,20
해머스미스커피마곡,해머스미스커피 마곡아이파크점,,244
아로하커피,아로하커피,,5
혜인다방,혜인다방,,0
디디디,디디디,,33
시그니처커피,쎄콩데live,4.92,"1,176"
프롬네르,프롬네르,,6
산티아고카페,산티아고카페,,1
요거프레소마포도화점,요거프레소 마포도화점,4.56,17
사이드바이사이드,사이드 바이 사이드,4.54,60
카페카다로그,카페 카다로그,,444
카페트릴,카페트릴,,6
컴포즈커피둔촌동역사,컴포즈커피 둔촌동역사1호점,,2
투썸플레이스대학로아트점,투썸플레이스 대학로아트점,,48
이디야커피삼전,이디야커피 삼전중앙점,,14
우리라운지,파스쿠찌 연세우리라운지점,4.44,12
달콤우리은행,달콤커피 우리은행본점,,0
메가엠지씨커피까치산,메가MGC커피 신정역점,4.5,23
밤,술이그린이밤,,6
일일일OCIC,111 OCIC,,107
커피가좋아3S,커피가좋아3s,4.46,23
벤지커피,벤지141,,0
카페드변화,,,
컴포즈커피송파몽촌토성점,컴포즈커피 송파몽촌토성점,,17
옥미,옥미아구찜 망미본점,4.37,287
감각,감각,4.5,822
쏭타코야끼카페,쏭타코야끼카페,,49
쿠프,쿠프,,237
커피보헤미안사람들,COFFEE보헤미안사람들,4.27,11
하이탕후루,,,
컴포즈커피홍대,컴포즈커피 홍대서교점,,16
태니,태니카페,,40
씨씨씨에스,CCCS Salon,,432
아나이스,아나이스플라워카페,4.68,4
메가엠지씨커피교보타워,,,
마름모,마름모커피,4.66,390
구청소년독서실카페,,,
시니어클럽카페나누다,동대문시니어클럽 카페나누다,,0
해안원,해안원,,67
애크로매틱어린이대공원,오소리 베이커리 어린이대공원 본점,,231
데이틴커피,,,
감동식혜,감동식혜,,3
라마노커피로스터스,,,
인생카페,푸르파파 서초우성직영점,,107
몰리스,몰리스,4.52,163
메가엠지씨커피종로공평점,,,
엔트런스,엔트런스,4.68,320
스와그,스와그카페,4.5,5
래핀,라핀카페,4.51,43
메가엠지씨커피신림녹두,,,
소샘,,,
매머드익스프레스오목교역점,매머드익스프레스 오목교역점,,11
창경빈커피,창경빈 커피,,0
스트로베리키친웍스,,,
빽다방구로코오롱점,빽다방 구로코오롱점,,37
만랩커피구로코오롱,만랩커피 구로코오롱타워점,4.42,21
나이스카페인클럽코오롱,나이스 카페인 클럽 코오롱타워점,,12
메가엠지씨커피역삼상록점,,,
신세계푸드SKT카페테리아카페,,,
인더레드박스,인 더 레드박스,,6
그래그릭,그래그릭 군자본점,,76
홉커피,홉커피,,87
칠린,칠린,,660
나나커피,나나커피,,14
빽다방용산한강로,빽다방 용산국방부점,4.4,27
매머드익스프레스행당무학점,매머드익스프레스 행당무학점,,3
미백도,,,
메리고라운드,메리고라운드,,4
유노청년다방강남케이,,,
청년다방강남케이,,,
유노청년다방,,,
일구육삼,,,
금화당신타로사주카페,,,
발리,,,
이디야우이역도,,,
컴포즈,컴포즈커피 북한산보국문점,,2
율목커피,율목커피,,385
메가엠지씨커피선유도역점,,,
파스쿠찌잠실역점,파스쿠찌 잠실역점,4.36,89
메가엠지씨커피이태원퀴논길점,,,
카페차지소,카페 차지소,4.72,9
포트오브모카중화점,,,
트리플에이커피장한평역점,트리플에이커피 장한평역점,,28
오페라빈노량진점,오페라빈 노량진점,,9
더스크블루,더스크블루,4.91,"1,086"
하우명동역점,하우 명동역점,,1
아지트901,Azit901,,30
제니스커피,제니스커피,,15
유나이트,유나이트 커피 바,,59
억셉트커피,억셉트커피 양재점,4.55,57
매머드익스프레스수락산역점,매머드익스프레스 수락산역점,,27
바나프레소청담디아트점,바나프레소 청담디아트점,,4
이디야커피용산청파점,이디야커피 용산청파점,4.51,18
미니말레커피뢰스터교대,미니말레 커피뢰스터 교대법원점,,"1,562"
카오,카오,4.33,4
모카리아,모카리아,4.3,69
십점구,10.9,,125
큐브데이,큐브데이,,0
엠즈씨드,엠즈씨드,4.41,5
폴바셋청담점,폴 바셋 청담점,4.48,165
스피리타니아,,,
라페루즈,라페루즈레스토랑,4.48,2
그라피,그라피,4.59,1
에크하우스,에크하우스,,572
동경책방,동경책방,,172
르솔레이,르솔레이,4.57,782
컴포즈커피면목,컴포즈커피 면목2동점,,0
청춘고양이카페,,,
카페쿰,카페쿰,,0
하우을지로입구역점,하우마라탕 을지로점,,350
CAFE라임,공룡빵공장,4.39,117
풍경달다,풍경달다,,0
트리아농,트리아농,,"1,377"
크로와상점,크로와상점 광화문,,41
제이엠coffee씨젠의료재단점,,,
우일티에스씨젠의료재단점,,,
용다방,용다방,,0
온더레이크,카페온더레이크,,32
블랭크,블랭크,4.88,107
삼층다방,삼층다방,,4
몬떼비,몬떼비 서울,,6
타이거브루스,타이거브루스 마곡본점,,153
이리스9901,,,
카페홈즈,카페홈즈 중곡역점,,9
매머드익스프레스메가스터디,메머드익스프레스 메가스터디타워점,,0
달라떼DALLATTE,,,
행복플러스카페,행복플러스카페,4.53,0
더블샷,더블샷카페,4.45,13
콘케,콘케,,139
아모하임sns,,,
커피스모키,커피스모키,4.89,11
파브리끄역삼GFC점,파브리끄 커피로스터스 역삼GFC점,4.5,242
즐거운찻집,즐거운 찻집,4.34,37
증가로커피공방,증가로커피공방,4.68,69
효인,,,
팬케이크샵커피,팬케이크샵커피,4.6,62
온유,온유,,115
오이이,카페 오이이,4.7,132
지씨,지씨네만두,4.39,80
달러커피,원달러커피,,1
엄박사컴퍼니,,,
메가엠지씨커피마천역점,,,
카페꼼지,카페꼼지,4.42,22
카리스파트너스,카페 퍼즐 & 카리스파트너스,,7
라보아르,라보아르,,68
열린,열린마당,4.3,19
에스이오구테로이테강남구청지점,,,
김종영미술관카페,Cafe Samiru,4.54,116
콘하스디디피점,,,
제이스파크,Js Park419,4.36,178
더한옥,더한옥,4.44,86
커피다스1리터,커피다스1리터 상봉점,,1
스템커피,스템커피 코엑스점,4.42,933
달리는커피상도점,달리는커피 상도점,,17
가유카페,가유카페 마포점,4.4,19
마띠에르,마띠에르,,0
카페단아,카페단아,,2
클라소피,클라소피,4.59,241
크롭커피,카페크롭,,14
마실다실,마실다실 더플라워점,,8
메르시,메르시,4.62,901
산미,산미,,21
그로니,그로니,,50
메가엠지씨커피마곡역점,메가MGC커피 발산중앙점,4.41,9
샌디빈,샌디빈마곡,,12
바이스트릿,바이스트릿,,32
밀도넛,구디숍,,46
매머드익스프레스성수역SK,매머드익스프레스 성수역SKV1점,,8
카페라이스,카페라이스,4.67,9
까페엘피스,투썸플레이스 연신내엘피스점,,27
구스,구스,,201
부자도넛,부자도넛,,11
메가엠지씨커피종암,메가MGC커피 월곡이마트점,,20
은솔카페&샵,,,
하츠에프앤비,,,
산수화,산수화,4.27,0
카페코너574,카페코너574,4.39,248
하츠,프롬하츠커피 대학로점,,110
시스터즈주방,,,
빽다방하계을지,빽다방 하계을지병원점,,8
바오밥커피로스터스,바오밥 커피 로스터스,4.61,48
퓨리온CAFEFINE,,,
메가엠지씨커피이대역,메가MGC커피 이대역사거리점,,5
카페코지엘,카페코지엘,,30
임소현네더덕밥,,,
프롬더빈,프롬더빈,4.42,24
프레시린,프레시린,,0
인투고,,,
한옥서울커피,서울커피 익선본점,4.49,"3,149"
브이씨에스,,,
오미;투,,,
오미커피,오미커피,4.59,15
스턴하우스,STUN HOUS,,87
디자인루트컴퍼니,,,
투썸플레이스포이DI점,투썸플레이스 포이DI점,,180
세컨디,디벙크 서교 세컨디점,,12
스핀오프,스핀오프,,12
어뮤즈그라운드,어뮤즈 그라운드,4.58,16
디파인드엠,,,
ㅤㄷㅛㅎ다,,,
테일러커피소공동점,테일러커피 소공점,,124
팬테일,Fantail,,10
시너리,시너리,,13
노워리즈,노워리즈,,58
만나커피세계맥주,만나커피세계맥주,,0
카페루미에르,루미에르,,1
마마파파앤피자인,,,
더커피집,더 피아노,4.02,"1,098"
리퍼블릭오브블루,리퍼블릭 오브 블루,,155
치즈당강서,치즈당 강서화곡점,,140
뻐꾸기,뻐꾸기,,0
스트로베리32더라운지,,,
카조,카조,4.76,22
카페통,카페통,4.51,10
토리스낵,토리스낵,,1
카페장윤,카페장윤,4.46,4
달콤한카페,달콤한카페,4.61,9
모센트,모센트,,"1,009"
네츠커피하우스,네츠 커피하우스,,65
카페로찌,카페로찌,4.54,52
에고ego,EGO카페,,585
용커피로스터스,용커피로스터스,4.24,2
퓨어그릭앤오트,,,
구이도씨,구이도씨,,5
하이젠버그,하이젠버그,,4
커피점방,커피점방,4.24,50
두들렌,두들렌,,30
곰탱이커피,곰탱이커피,,2
황금사탕,황금사탕,4.59,60
루1487,RUE1487,,3
카페에이,아르디움 카페 / 흑백사진관,4.47,386
셀럽파파라치,,,
헨리워튼,헨리워튼,,40
부촌디저트,부촌다방,,0
빽다방서울숭미초교점,빽다방 서울숭미초교점,,0
만땅커피,만땅커피,,3
제주스송파개롱역점,제주스 송파개롱역점,,53
에스오엠,SOM,4.59,32
섬섬옥수,섬섬옥수,,6
우리동네일등커피집,우리동네일등커피집 가양점,4.44,4
컵스커피,컵스커피,4.76,247
웨일인커피Whaleincoffee,,,
마크라스,마크라스,,38
동부다방,동부다방,4.54,2
커피3타임즈,Coffee3Times,4.5,2
나인티스,나인티스,4.81,20
그라운드플로어,그라운드 플로어,4.86,102
아르고티,아르고티 대치점,5,113
로지네,로지네 케이크,,109
하이드아웃,HIDEOUT,4.69,102
아로하,아로하,4.39,44
카페우주,카페 우주,,6
평화&인권CAFE친구,,,
플르서라구뜨,플르서라구뜨,,"1,506"
봉카페,봉카페,,20
투락레인웨이,투락 레인웨이,,9
칼디커피,칼디커피,,291
카페그대로,카페 그대로,,43
장승배기로164,,,
밥이랑커피랑,밥이랑커피랑,4.6,8
날보러와요,날보러와요카페,4.69,14
코티커피강,,,
메가엠지씨커피강남해링턴,,,
모어호스피탈리티,,,
브니엘컴퍼니,,,
카페일삼공,카페일삼공,,3
에테르',에테르',,41
카페애쉬,카페 애쉬,,84
정베이커리카페,정베이커리카페,,3
텐텐,텐텐,,0
에리어,커피에리어,,349
문정커피,플라워아티장베이커리 문정,4.52,645
카페그릭,카페그릭,4.54,110
스테이어와일,스테이어와일,,71
엔드롱,엔드롱,4.42,209
커피나인선릉역,커피나인 역삼점,,15
빽다방중화역점,빽다방 중화역점,,11
커피바실리아,COFFEE BASILLIA,4.46,10
티하우스다茶드림,,,
비밀베이커리,비밀베이커리 이대점,4.43,717
이디야서대문,이디야커피 신촌역점,4.31,56
태기커피서울관세,,,
칸토,칸토,,2
매머드익스프레스강동성심,매머드 익스프레스 강동성심병원점,,3
컨티넨탈커피,컨티넨탈 커피,,76
오몽카페,오몽카페,,35
디팟카페,크리에이터스 디포,4.35,299
커피베이하나손해보험점,커피베이 하나손해보험점,4.18,3
달링컴퍼니,,,
장수커피,구하숲,,37
뉴플레이스커피,뉴플레이스커피 파주 운정점,,0
투썸플레이스테헤란,투썸플레이스 테헤란선릉역점,4.31,58
별나라콩다방,별나라콩다방,4.67,11
에브리데이,이마트에브리데이 길음점,,11
카페지랩,GRAP,,21
아리아,웨스틴 조선 서울 아리아,4.59,"4,165"
카페브이,카페브이,5,15
클라우드,클라우드,4.5,128
디저트39구로디지털단지역점,디저트39 구로디지털단지역점,4.32,64
까페준,준스터디카페,,2
위진유통,,,
은지다방,은지다방,,1
엘리씨커피,엘리씨커피,4.5,53
에리어플러스,,,
매머드익스프레스회현역점,매머드익스프레스 회현역점,,15
플레이스엠디,,,
카페온미,카페온미 상계본점,,1
라무어L'amour,,,
코페아신드롬,코페아신드롬,4.7,137
브루다을지로3가,브루다커피 인사동점,4.44,157
사비오커피,,,
소리,소리,,13
로네펠트티하우스한남점,,,
메가엠지씨커피신림역도림천점,,,
36.5도씨여름,,,
한옥랑솜익선동카페,한옥랑솜 익선동카페,,"1,447"
뚱스필드,,,
이트앤드링크,이트앤드링크 성수,,208
케익다방연남점,,,
일커피,일커피 삼성점,4.35,13
코멜리,코멜리,,0
페이벡커피,페이백커피,4.56,37
차사랑,차사랑,4.46,1
밸런스7,밸런스7,,24
커피에반하다종로도렴빌딩점,커피에반하다 종로도렴빌딩점 스마트 무인카페,,11
컴즈커피IN,컴즈커피 in 광화문,,4
달곰,달곰,,0
디저트진진,디저트진진,4.72,41
커피앤톡,커피앤톡,4.27,4
카페이루,카페이루,4.34,97
카페아이린,카페아이린,4.88,2
해머스미스강남MBC점,해머스미스커피 강남MBC점,,24
메가엠지씨커피영등포구청역점,메가MGC커피 영등포역남부점,4.47,16
라뚜셩트,라뚜셩트,4.51,"1,062"
사우스케이프갤러리아명품관카페,,,
샵01787씨,,,
피카로부,피카로부,,18
투썸플레이스강남삼성로점,투썸플레이스 강남삼성로점,4.32,14
투썸플레이스강동,투썸플레이스 천호로데오점,4.42,85
충당,충당,,8
에이치비씨,,,
커피베이수유역점,커피베이 수유푸르지오시티점,3.5,6
마우나커피,마우나커피,,74
빽다방금호금남,빽다방 금호금남시장점,,5
카페헷지,카페 헷지,,35
치쥬,치쥬 성북천점,,298
블루샥서초역점,블루샥 서초역점,,14
에젤커피,에젤커피,4.46,254
넛시드커피,NUTCID COFFEE ROASTERS,,82
나귀와플라타너스,나귀와플라타너스,4.47,50
태경카페,탐앤탐스 인천검단태경타워점,,154
산울림,산울림,4.51,58
메가엠지씨커피정릉,메가MGC커피 성북구청점,4.38,9
아재커피남대문점,아재커피 남대문점,4.34,2
아마스빈대흥역점,아마스빈 대흥역점,4.35,10
커피나무꽃향기,커피나무꽃향기,4.69,4
보헤미안커피하우스,,,
커피마인드,커피마인드,4.5,2
컴포즈커피숙명여대점,컴포즈커피 숙명여대점,,11
어반플레이연남방앗간지점,,,
더벤티대흥역점,더벤티 대흥역점,4.63,7
커피포유,커피포유,,2
클럽하우스서울,클럽하우스서울,,197
유니온,유니온,,0
커피수,커피수,,2
프레이밍,프레이밍,,29
데이롱카페까치산역점,데이롱카페 까치산역점,,2
승룡이네카페애즈,,,
승룡이네집,,,
엠알디,,,
젤라또먼트,젤라또먼트,,101
요빙빙,요빙빙 성신여대점,,1
에쏘피리언스,에쏘피리언스,,7
비건마마,비건마마,,505
고이북촌,고이커피,4.46,69
신세계푸드그랜드델리아,,,
모나미,모나미,,26
대한문화예술공사서향가비,,,
나인에스프레소,나인헤르츠,,272
카페지엔,지엔카페,,0
바빌Babil,바빌,4.67,31
디엔에이벤처스제이호,,,
르가든,르가든카페 현대시티아울렛 동대문점,4.42,6
밀탑,밀탑 이마트 월계점,,38
콜롬비아퍼펙토,콜롬비아퍼펙토 동대문점,,6
쏘풀에프앤비,,,
카페인잇현대동대문점,카페인잇 현대시티아울렛 동대문점,,17
크노파,,,
생츄어리,생츄어리,,61
투썸플레이스송파개롱역점,투썸플레이스 송파개롱역점,,26
이디야방배,이디야커피 방배역점,4.43,10
인의동32,,,
구름커피,구름커피,,1
쿨데삭,쿨데삭,,33
라임,라임,4.44,660
비아찌오,카페비아찌오,,47
산길,산길,4.09,4
피크커피,피크커피,,31
호텔아르마딜로커피,호텔 아르마딜로 커피,5,39
커피메이트,커피메이트,,22
파도의숲,파도의숲,,136
달리는커피화양점,달리는커피 화양점,4.56,15
메카,메카,4.43,4
낙산길20,,,
트랩커피,트랩커피,,10
카페틸리아,,,
노기믹카페,노기믹카페,4.95,2
사르르아이스크림할인점,사르르아이스크림할인점,4.48,1
할머니다락방,할머니다락방,,37
대원미디어연남점,대원미디어 연남점,,3
픽미,픽미,4.43,11
바빈스커피중계,바빈스커피 중계브라운스톤점,,19
쥬씨중계,쥬씨 중계브라운스톤점,4.2,4
빽다방중계,빽다방 중계브라운스톤점,,3
컴포즈커피중계,컴포즈커피 중계브라운스톤점,,2
아마스빈중계,아마스빈 은행사거리점,4.41,5
메가엠지씨커피중계,메가MGC커피 중계씨앤미점,,11
포트캔커피역사문화공원역점,포트캔커피 동대문역사문화공원역점,,5
메가엠지씨커피역삼GFC점,,,
설빙숭실대입구역점,설빙 숭실대입구역점,,14
내친구고양이,,,
샌드백카페,샌드백카페,,6
그린마일커피,그린마일커피 북촌점,4.31,741
비공이,카페BO2,4.32,2
알키미스타2,,,
음아오,음아오,,148
옐로우문,옐로우문,4.85,30
성수중흥S클레스컴포즈,컴포즈커피 성수중흥S클래스점,,0
아프리카커피,아프리카커피,4.36,44
메가엠지씨커피면,,,
ㅤㅅㅑㅍ카페,샾카페,,60
요거프레소을지로,요거프레소 을지로3가점,,15
더벤티을지로,더벤티 을지로6가점,4.41,27
빌로우,빌로우하우스,,0
니블스,,,
일시적,,,
모을,모을,,649
하삼동커피마포,하삼동커피 마포역점,,4
띵킹커피,띵킹커피,4.61,108
메가엠지씨커피잠실새내역점,메가MGC커피 잠실트리지움점,,10
매머드익스프레스오금역점,매머드커피익스프레스 약진통상점,,1
카페;오전,카페오전,,10
갈마루북까페,갈마루,4,2
이디야커피명동,이디야커피 서울시청점,4.4,50
메가엠지씨커피명동아르누보,,,
커피사,커피사,4.51,779
바이트앤십,바이트앤십,,84
피어_오르다Piea_Oleuda,,,
제이에스홀딩,,,
봉명동내커피강동,봉명동내커피 강동천호점,,3
드롭바이드롭,드롭바이드롭,4.32,86
오늘;한과,오늘한과 의정부점,,12
아쿠아산타성수카페,아쿠아산타 성수카페,4.86,"1,520"
러프러프,러프러프,,"1,409"
메가엠지씨커피구로거리공원점,,,
이디야커피구로거리공원점,,,
에이밤커피,에이밤 카페 선릉점,,603
커피볶는곰,커피볶는곰,4.52,194
아르무아,카페 아르무아,,"1,441"
허밍비,,,
아뜰리에렌토,,,
지모닝,,,
벌스데이투미,벌스데이투미,4.56,375
트러스트커피국회의,트러스트커피 국회의사당점,,39
커피온리서,,,
에스프레소랩,커피랩35,,8
원바이트,한입원바이트,4.44,36
더벤티국회대로점,더벤티 국회대로점,,9
커피사피엔스여의도국회대로점,커피사피엔스 여의도국회대로점,,17
메가엠지씨커피송리단길점,메가MGC커피 석촌호수사거리점,,68
문화공간아리랑,문화공간아리랑&천진포자 만두,,13
커피블러썸,커피블러썸,4.3,55
매머드익스프레스광운대,매머드커피익스프레스 광운대정문점,,1
카인드스타인성,,,
커피드림즈CoffeeDream's,,,
아재커피성수2가점,아재커피 성수2가점,,3
르브런쉭,르브런쉭 신사점,4.36,"1,294"
빈터커피로스터스,,,
카페트리타,트리타,,306
바른간식카페,바른식혜 노은점,,10
투썸플레이스송파,투썸플레이스 문정법조타운점,,30
이화에월백하고,이화에 월백하고,,2
칠분의오커피,칠분의오커피,,7
메가엠지씨커피노원을지,,,
포인테커피,포인테커피,,94
연두파트너스,,,
프롬미애,프롬미애,,4
매머드익스프레스시흥대교점,매머드익스프레스 시흥대교점,,8
두리안디저트카페,두리안디저트카페,4.28,150
커피에반하다시흥,커피에반하다 시흥은계중앙공원점 스마트 무인카페,,11
유코,유코,,96
엔오투,,,
유남생,유남생,4.83,11
컴포즈커피대치학원가,컴포즈커피 대치학원가중앙점,,5
루프트커피,루프트 커피 디디피,,53
볼디스커피,디스위크커피,,449
카페아이엠티종로그랑서울점,,,
카페루엘,카페루엘,,47
카페프루스트,카페프루스트,4.33,9
공차은평,공차 NC불광점,4.39,23
아로이,아로이카오,,7
토프레소서울대,토프레소 서울대입구점,4.1,12
더쌍화커피서울시점,더쌍화커피 서울시점,,29
가락커피,가락커피,4.4,84
매머드익스프레스상암사보이시티점,매머드익스프레스 상암사보이시티점,4.52,7
만랩커피상암사보이시티디엠씨점,만랩커피 상암사보이시티DMC점,4.48,18
커피기업상암사보이점,,,
메가MGC커피상암사보이시티점,메가MGC커피 사보이시티점,,17
모리커피어반,모리커피어반 용두점,,3
비주거용 건물 임대업,,,
새들러하우스SADDLERHAUS,SADDLER HAUS,4.55,"3,571"
문화지형연구소씨티알제비주,,,
루나스테이션,,,
커피에반하다당곡,커피에반하다 당곡사거리점,4.17,8
이띵룸,이띵룸,,97
커피안주,커피안주,,0
흑화당홍대,흑화당 홍대2호점,,31
커피브레이크,커피브레이크,,135
페트롤플레이스,페트롤플레이스,4.69,249
카페다오,카페다오,4.64,632
아모레퍼시픽강남제일특약점,,,
오가닉,카페오가닉,,101
롤피,롤피,,58
작은카페,작은카페,4.9,97
금성커피천랑커피,,,
21세기복덕방,,,
벤첸트,벤첸트,,178
헬로펠라스,헬로펠라스,4.69,19
나이브커피,커피앤스튜디오 나이브,4.79,76
올웨이즈어거스트,올웨이즈어거스트로스터스,4.75,"1,002"
더연카페,더연Shisha카페&Bar,4.29,50
이디야커피자양동점,이디야커피 자양동점,4.61,6
섬광,섬광,4.4,"1,471"
원형들,원형들,4.53,"1,057"
진솔커피숍,진솔커피,,1
지베르니,지베르니,4.39,22
딜라잇,딜라잇,,5
빽다방노원역,빽다방 노원문화의거리점,4.38,46
이디야신림,이디야커피 신림패션문화점,,70
디폴트커피라이트,디폴트커피 라이트 목동역점,4.44,3
더블버터,더블버터,,90
기브온커피바,기브온 카페인바,,61
위베이브,위베이브베이크샵,,503
이디야중랑교차로점,이디야커피 중랑교차로점,4.43,8
메가엠지씨커피상계수락점,,,
델커피,그랜드 머큐어 임피리얼 팰리스 서울 강남 카페 델마르,,363
빽다방-마곡역GMG점,빽다방 마곡역GMG점,4.45,25
메가엠지씨커피마곡GMG,,,
크림즈,크림즈,,340
유담,유담,4.35,4
덕카페,덕카페,4.29,127
앙꼬,앙꼬,,291
이롬플러스카페로쥬강남,,,
헤브어트리,헤브어트리,,321
해피모아,해피모아,4.55,0
목음당,목음당,,239
리오커피,리오커피,,5
에프엘그릭,,,
마이리틀벌스데이,마이리틀벌스데이,,76
해그스,해그스,,402
멜롭스,멜롭스,,4
퓨엘커피,퓨엘커피,4.61,6
더블하모니,더블하모니,,218
플러스82관악남부점,플러스82 관악남부점,,1
스트레이트커피,스트레이트커피,,3
옐로브릭로드,옐로우브릭로드,,4
보에,보에,,32
이드에비뉴,,,
놀숲고대,,,
커피타임즈클럽,커피타임즈클럽,,5
커피익스프레스,매머드커피익스프레스 국민대후문점,,3
커피나인익스프레스다동,커피나인익스프레스다동,,0
성북천카페,성북천카페,,2
스노우벨,스노우벨,,16
해솔,해솔,,23
매머드익스프레스광희빌딩점,매머드익스프레스 광희빌딩점,,1
케이할랄,,,
카페에클레시아,카페 에클레시아,,0
스펑크커피,스펑크커피,,180
저스트로맨틱,저스트로맨틱,4.7,148
팔로미노,팔로미노,4.09,1
찬스사주작명카페,,,
봉구커피,봉구커피,4.38,4
여여하다,여여하다,,63
커피앤첼로,커피앤첼로,,1
빌라쥬11팩토리,,,
포시즌스파트너스,,,
청오,청오반점,4.33,290
티테라피,티테라피,4.62,668
행인데어,,,
카페고즈넉,카페고즈넉,,0
달콤달다,달콤달다,4.8,9
북쌔즈,,,
주택커피,주택커피,4.55,276
매머드익스프레스신설동역점,매머드익스프레스 신설동역점,4.6,17
청킹,청킹,,24
멜트커피,멜트커피,,42
우지커피문정,우지커피 문정테라타워점,,17
당고집,당고집,4.5,"1,203"
일로,일로,,440
카페니트,카페니트,,38
봉스세상의커피,,,
매머드익스프레스영등포시장역점,매머드익스프레스 서여의도점,,16
뉴베이크,뉴베이크,,26
101파트너스,,,
믹스호호야,,,
휴앤안,휴앤안,4.46,13
타스카페,타스카페,4.07,1
카페시모대방점,카페시모 동작구청점,,3
티맑은,티맑은 전주신도시점,,0
반달,반달,4.84,379
커피하우스반달,,,
이름없는가게,이름없는가게,4.67,194
더리터대림역점,더리터 대림역점,,9
메가커피신도봉,메가MGC커피 신도봉시장점,,3
동소문피스커피,동소문피스커피,4.55,29
터방내,터방내,4.46,442
다솜케이크디저트커피,,,
세갈래,세갈래,,3
공간21,공간21,4.4,33
커피랩스로스터리,커피랩스로스터리,4.7,53
카페트리니티,카페트리니티,4.22,2
우지커피노원을지,우지커피 노원을지병원점,,28
메가엠지씨커피광진자양뚝섬로점,,,
더이웰백억커피화양점,,,
카페감,CAFE감,4.59,25
Ondo,ONDO,,398
지유명차연희점,,,
베어스덴,베어스덴베이커리 연남,4.45,942
리히트&서울두부,,,
카페오소,카페 오소,,65
원더빠리동대문,,,
영,영커피&호프,,0
커피나무건대역점,커피나무 어린이대공원역점,4.41,12
빈스커피컴퍼니,,,
리인,리인,4.59,144
슈크렌느,,,
루센드커피,루센드커피,,1
해브언아이스데이,,,
어반플래너,,,
카페다카포,다카포,4.63,139
루아르,루아르 망원,4.47,477
베레프트,베레프트,,84
움라우트카페,움라우트 카페,,112
꼬마1,ccoma.1coffee,4.5,144
메가후르츠금호,메가후르츠 금호사거리점,,10
메이비케이크,메이비 케이크 홍대본점,,217
선교카페,협동조합반도중앙교회한마음선교센터,,0
카페hem,Cafe Hem,4.48,17
메가엠지씨커피서울갈현초점,,,
리셋커피아일랜드,리셋커피 아일랜드,,253
메가엠지씨커피종로케이트윈,,,
도베르,도베르,,86
빽다방용산국방부점,빽다방 용산국방부점,4.4,27
카페라ㅤㅇㅣㅋ유,카페라잌유,,2
카페베이트,카페베이트,,430
메가커피고대점,메가MGC커피 정릉시장점,,14
어나더댄,,,
미도리카페,미도리카페,,9
이디야북서울꿈의숲점,이디야커피 장위북서울꿈의숲점,4.37,11
까페동향,까페동향,4.68,295
쏘머,쏘머 sommer,,185
여우비포차,여우비포차,5,0
벙커,벙커,,45
뚜띠한남,뚜띠한남,,287
풍경,풍경,4.3,435
단골커피,단골커피,4.63,65
디저트문,디저트문,,487
블랑,블랑,,61
테카웃,테카웃,4.66,13
커피프레지던트,,,
잡을손,잡을손,,152
쥬시영등포구청역점,쥬시,4.25,0
바나타이거송정역점,바나타이거 송정역점,,3
메가엠지씨커피남구로역점,메가MGC커피 가산리더스타워점,,24
스톤앤워터,스톤앤워터,4.67,584
카페꼬숩,"카페, 꼬숩",4.73,202
미지컨설팅익선지점,미지컨설팅(익선지점),4.63,3
히든,히든,4.43,25
메이비,메이비 케이크 홍대본점,,217
하니지니,하니지니케이크,4.47,39
솔커피호프,솔커피호프,,0
브리커피,브리커피 신용산,,259
솔방울1,카페 솔방울,,1
커피가맛있는집,커피가좋아3s,4.46,23
베세토까페에서지점,,,
샤인에이,샤인에이,,132
폴바셋강남삼성타운점,폴 바셋 강남삼성타운점,4.59,249
퓨리온,,,
중앙커피숍,루데이지,,113
매머드익스프레스역삼FnF점,매머드익스프레스 역삼FnF점,,2
앰퍼샌드컴퍼니,,,
오브시에개포,오브시에 개포직영점,,14
카베하네,카베하네,4.28,94
에이티익스프레스숙대,에이티익스프레스 숙대입구점,,3
갱커피,갱커피,4.7,69
올어라운드,올어라운드유,,15
지앤,지앤디저트카페,,0
나이스카페인클럽양평비즈,나이스카페인클럽 양평비즈타워점,,4
커피살롱,커피살롱,3.89,0
